"","seqnames1","start1","end1","node.class1","seqnames2","start2","end2","node.class2","counts","name","interaction.type"
"1164","chr15",65299857,65306696,"promoter","chr15",65407730,65418449,"promoter",0.000365127216445882,"chr15:65299857-65306696_chr15:65407730-65418449","pp"
"1165","chr15",65299857,65306696,"promoter","chr15",65419077,65424545,"promoter",0,"chr15:65299857-65306696_chr15:65419077-65424545","pp"
"1166","chr15",65299857,65306696,"promoter","chr15",65509557,65521099,"promoter",0,"chr15:65299857-65306696_chr15:65509557-65521099","pp"
"1167","chr15",65299857,65306696,"promoter","chr15",66351662,66358508,"promoter",7.33313643141997e-09,"chr15:65299857-65306696_chr15:66351662-66358508","pp"
"1168","chr15",65354242,65357701,"promoter","chr15",65375287,65379643,"promoter",8.26798442596921e-05,"chr15:65354242-65357701_chr15:65375287-65379643","pp"
"1169","chr15",65354242,65357701,"promoter","chr15",65867409,65875312,"promoter",1.17058140958193e-10,"chr15:65354242-65357701_chr15:65867409-65875312","pp"
"1170","chr15",65375287,65379643,"promoter","chr15",65509557,65521099,"promoter",1.33226762955019e-15,"chr15:65375287-65379643_chr15:65509557-65521099","pp"
"1171","chr15",65375287,65379643,"promoter","chr15",65528600,65536667,"promoter",6.64243438031065e-10,"chr15:65375287-65379643_chr15:65528600-65536667","pp"
"1172","chr15",65375287,65379643,"promoter","chr15",65607626,65618093,"promoter",4.38128922031211e-09,"chr15:65375287-65379643_chr15:65607626-65618093","pp"
"1173","chr15",65375287,65379643,"promoter","chr15",66290054,66297810,"promoter",9.9357815308565e-09,"chr15:65375287-65379643_chr15:66290054-66297810","pp"
"1174","chr15",65375287,65379643,"promoter","chr15",66384822,66398877,"promoter",4.88498130835069e-15,"chr15:65375287-65379643_chr15:66384822-66398877","pp"
"1175","chr15",65375287,65379643,"promoter","chr15",66494988,66508231,"promoter",2.88657986402541e-15,"chr15:65375287-65379643_chr15:66494988-66508231","pp"
"1176","chr15",65407730,65418449,"promoter","chr15",65419077,65424545,"promoter",0,"chr15:65407730-65418449_chr15:65419077-65424545","pp"
"1177","chr15",65407730,65418449,"promoter","chr15",65509557,65521099,"promoter",0,"chr15:65407730-65418449_chr15:65509557-65521099","pp"
"1178","chr15",65407730,65418449,"promoter","chr15",65528600,65536667,"promoter",2.05023021537798e-06,"chr15:65407730-65418449_chr15:65528600-65536667","pp"
"1179","chr15",65407730,65418449,"promoter","chr15",65607626,65618093,"promoter",0,"chr15:65407730-65418449_chr15:65607626-65618093","pp"
"1180","chr15",65407730,65418449,"promoter","chr15",65786741,65794513,"promoter",0,"chr15:65407730-65418449_chr15:65786741-65794513","pp"
"1181","chr15",65407730,65418449,"promoter","chr15",65867409,65875312,"promoter",1.91415328032463e-10,"chr15:65407730-65418449_chr15:65867409-65875312","pp"
"1182","chr15",65407730,65418449,"promoter","chr15",66384822,66398877,"promoter",8.68283023258698e-09,"chr15:65407730-65418449_chr15:66384822-66398877","pp"
"1183","chr15",65419077,65424545,"promoter","chr15",65509557,65521099,"promoter",2.05117034468572e-11,"chr15:65419077-65424545_chr15:65509557-65521099","pp"
"1184","chr15",65419077,65424545,"promoter","chr15",65528600,65536667,"promoter",0,"chr15:65419077-65424545_chr15:65528600-65536667","pp"
"1185","chr15",65419077,65424545,"promoter","chr15",65607626,65618093,"promoter",0,"chr15:65419077-65424545_chr15:65607626-65618093","pp"
"1186","chr15",65419077,65424545,"promoter","chr15",65786741,65794513,"promoter",0,"chr15:65419077-65424545_chr15:65786741-65794513","pp"
"1187","chr15",65419077,65424545,"promoter","chr15",66351662,66358508,"promoter",9.71905622648706e-09,"chr15:65419077-65424545_chr15:66351662-66358508","pp"
"1188","chr15",65509557,65521099,"promoter","chr15",65607626,65618093,"promoter",0,"chr15:65509557-65521099_chr15:65607626-65618093","pp"
"1189","chr15",65509557,65521099,"promoter","chr15",65786741,65794513,"promoter",0,"chr15:65509557-65521099_chr15:65786741-65794513","pp"
"1190","chr15",65509557,65521099,"promoter","chr15",65831449,65834430,"gene.body",2.90482550013849e-07,"chr15:65509557-65521099_chr15:65831449-65834430","pe"
"1191","chr15",65509557,65521099,"promoter","chr15",66384822,66398877,"promoter",9.76996261670138e-15,"chr15:65509557-65521099_chr15:66384822-66398877","pp"
"1192","chr15",65509557,65521099,"promoter","chr15",66494988,66508231,"promoter",0,"chr15:65509557-65521099_chr15:66494988-66508231","pp"
"1193","chr15",65525175,65527040,"distal","chr15",66384822,66398877,"promoter",8.92652555162243e-06,"chr15:65525175-65527040_chr15:66384822-66398877","pe"
"1194","chr15",65528600,65536667,"promoter","chr15",65607626,65618093,"promoter",7.78825357539148e-08,"chr15:65528600-65536667_chr15:65607626-65618093","pp"
"1195","chr15",65528600,65536667,"promoter","chr15",65786741,65794513,"promoter",0,"chr15:65528600-65536667_chr15:65786741-65794513","pp"
"1196","chr15",65528600,65536667,"promoter","chr15",66290054,66297810,"promoter",0,"chr15:65528600-65536667_chr15:66290054-66297810","pp"
"1197","chr15",65528600,65536667,"promoter","chr15",66351662,66358508,"promoter",1.41018334787191e-08,"chr15:65528600-65536667_chr15:66351662-66358508","pp"
"1198","chr15",65528600,65536667,"promoter","chr15",66384822,66398877,"promoter",1.06581410364015e-14,"chr15:65528600-65536667_chr15:66384822-66398877","pp"
"1199","chr15",65607626,65618093,"promoter","chr15",65831449,65834430,"gene.body",0,"chr15:65607626-65618093_chr15:65831449-65834430","pe"
"1200","chr15",65607626,65618093,"promoter","chr15",65844878,65847393,"gene.body",0.000168513718210472,"chr15:65607626-65618093_chr15:65844878-65847393","pe"
"1201","chr15",65607626,65618093,"promoter","chr15",65867409,65875312,"promoter",0,"chr15:65607626-65618093_chr15:65867409-65875312","pp"
"1202","chr15",65607626,65618093,"promoter","chr15",66290054,66297810,"promoter",0,"chr15:65607626-65618093_chr15:66290054-66297810","pp"
"1203","chr15",65607626,65618093,"promoter","chr15",66384822,66398877,"promoter",0,"chr15:65607626-65618093_chr15:66384822-66398877","pp"
"1204","chr15",65786741,65794513,"promoter","chr15",65831449,65834430,"gene.body",0,"chr15:65786741-65794513_chr15:65831449-65834430","pe"
"1205","chr15",65786741,65794513,"promoter","chr15",65844878,65847393,"gene.body",0.000531104484341127,"chr15:65786741-65794513_chr15:65844878-65847393","pe"
"1206","chr15",65786741,65794513,"promoter","chr15",66290054,66297810,"promoter",0,"chr15:65786741-65794513_chr15:66290054-66297810","pp"
"1207","chr15",65786741,65794513,"promoter","chr15",66698592,66708913,"promoter",0,"chr15:65786741-65794513_chr15:66698592-66708913","pp"
"1208","chr15",65831449,65834430,"gene.body","chr15",65867409,65875312,"promoter",1.25656374194705e-10,"chr15:65831449-65834430_chr15:65867409-65875312","pe"
"1209","chr15",65831449,65834430,"gene.body","chr15",66384822,66398877,"promoter",4.39347531688838e-08,"chr15:65831449-65834430_chr15:66384822-66398877","pe"
"1210","chr15",65844878,65847393,"gene.body","chr15",65867409,65875312,"promoter",0.00441178545343868,"chr15:65844878-65847393_chr15:65867409-65875312","pe"
"1211","chr15",65844878,65847393,"gene.body","chr15",66290054,66297810,"promoter",4.44089209850063e-16,"chr15:65844878-65847393_chr15:66290054-66297810","pe"
"1212","chr15",65867409,65875312,"promoter","chr15",66290054,66297810,"promoter",0,"chr15:65867409-65875312_chr15:66290054-66297810","pp"
"1213","chr15",65867409,65875312,"promoter","chr15",66351662,66358508,"promoter",0,"chr15:65867409-65875312_chr15:66351662-66358508","pp"
"1214","chr15",65867409,65875312,"promoter","chr15",66384822,66398877,"promoter",0,"chr15:65867409-65875312_chr15:66384822-66398877","pp"
"1215","chr15",66290054,66297810,"promoter","chr15",66384822,66398877,"promoter",0,"chr15:66290054-66297810_chr15:66384822-66398877","pp"
"1216","chr15",66290054,66297810,"promoter","chr15",66698592,66708913,"promoter",6.66133814775094e-16,"chr15:66290054-66297810_chr15:66698592-66708913","pp"
"1217","chr15",66290054,66297810,"promoter","chr15",66840538,66852861,"distal",2.11673128147627e-05,"chr15:66290054-66297810_chr15:66840538-66852861","pe"
"1218","chr15",66351662,66358508,"promoter","chr15",66754543,66758264,"gene.body",4.40391401865803e-05,"chr15:66351662-66358508_chr15:66754543-66758264","pe"
"1219","chr15",66384822,66398877,"promoter","chr15",66556995,66580812,"promoter",0,"chr15:66384822-66398877_chr15:66556995-66580812","pp"
"1220","chr15",66384822,66398877,"promoter","chr15",66698592,66708913,"promoter",0,"chr15:66384822-66398877_chr15:66698592-66708913","pp"
"1221","chr15",66384822,66398877,"promoter","chr15",67060966,67070834,"promoter",3.81916720471054e-14,"chr15:66384822-66398877_chr15:67060966-67070834","pp"
"1222","chr15",66384822,66398877,"promoter","chr15",67883306,67897573,"distal",2.34590635805887e-09,"chr15:66384822-66398877_chr15:67883306-67897573","pe"
"1223","chr15",66384822,66398877,"promoter","chr15",68053020,68057975,"promoter",1.73369429923298e-09,"chr15:66384822-66398877_chr15:68053020-68057975","pp"
"1224","chr15",66494988,66508231,"promoter","chr15",66556995,66580812,"promoter",0,"chr15:66494988-66508231_chr15:66556995-66580812","pp"
"1225","chr15",66494988,66508231,"promoter","chr15",66930215,66933458,"terminator",3.56752219331513e-05,"chr15:66494988-66508231_chr15:66930215-66933458","pe"
"1226","chr15",66494988,66508231,"promoter","chr15",67060966,67070834,"promoter",0,"chr15:66494988-66508231_chr15:67060966-67070834","pp"
"1227","chr15",66494988,66508231,"promoter","chr15",67540541,67552287,"promoter",0,"chr15:66494988-66508231_chr15:67540541-67552287","pp"
"1228","chr15",66494988,66508231,"promoter","chr15",67815857,67844647,"promoter",0,"chr15:66494988-66508231_chr15:67815857-67844647","pp"
"1229","chr15",66494988,66508231,"promoter","chr15",68053020,68057975,"promoter",0,"chr15:66494988-66508231_chr15:68053020-68057975","pp"
"1230","chr15",66556995,66580812,"promoter","chr15",66698592,66708913,"promoter",3.66949803876082e-11,"chr15:66556995-66580812_chr15:66698592-66708913","pp"
"1231","chr15",66556995,66580812,"promoter","chr15",67060966,67070834,"promoter",2.64388745074839e-05,"chr15:66556995-66580812_chr15:67060966-67070834","pp"
"1232","chr15",66556995,66580812,"promoter","chr15",67252309,67259298,"promoter",2.30336218987048e-08,"chr15:66556995-66580812_chr15:67252309-67259298","pp"
"1233","chr15",66698592,66708913,"promoter","chr15",66930215,66933458,"terminator",1.11140632885753e-06,"chr15:66698592-66708913_chr15:66930215-66933458","pe"
"1234","chr15",66698592,66708913,"promoter","chr15",67060966,67070834,"promoter",0,"chr15:66698592-66708913_chr15:67060966-67070834","pp"
"1235","chr15",66698592,66708913,"promoter","chr15",67519540,67524482,"promoter",9.5826039983038e-06,"chr15:66698592-66708913_chr15:67519540-67524482","pp"
"1236","chr15",66698592,66708913,"promoter","chr15",68576063,68609908,"promoter",1.86161192239354e-06,"chr15:66698592-66708913_chr15:68576063-68609908","pp"
"1237","chr15",66888427,66891149,"distal","chr15",67540541,67552287,"promoter",1.46848998401339e-05,"chr15:66888427-66891149_chr15:67540541-67552287","pe"
"1238","chr15",66930215,66933458,"terminator","chr15",67060966,67070834,"promoter",4.16984224926864e-11,"chr15:66930215-66933458_chr15:67060966-67070834","pe"
"1239","chr15",66930215,66933458,"terminator","chr15",67540541,67552287,"promoter",1.67201369289938e-05,"chr15:66930215-66933458_chr15:67540541-67552287","pe"
"1240","chr15",66930215,66933458,"terminator","chr15",67815857,67844647,"promoter",1.04287689595139e-11,"chr15:66930215-66933458_chr15:67815857-67844647","pe"
"1241","chr15",67022221,67030806,"gene.body","chr15",67133919,67155008,"promoter",8.5357731993696e-10,"chr15:67022221-67030806_chr15:67133919-67155008","pe"
"1242","chr15",67022221,67030806,"gene.body","chr15",67815857,67844647,"promoter",1.59025566048854e-08,"chr15:67022221-67030806_chr15:67815857-67844647","pe"
"1243","chr15",67060966,67070834,"promoter","chr15",67133919,67155008,"promoter",0,"chr15:67060966-67070834_chr15:67133919-67155008","pp"
"1244","chr15",67060966,67070834,"promoter","chr15",67238720,67242004,"promoter",3.9668540341431e-08,"chr15:67060966-67070834_chr15:67238720-67242004","pp"
"1245","chr15",67060966,67070834,"promoter","chr15",67519540,67524482,"promoter",0,"chr15:67060966-67070834_chr15:67519540-67524482","pp"
"1246","chr15",67060966,67070834,"promoter","chr15",68053020,68057975,"promoter",7.4336092836802e-12,"chr15:67060966-67070834_chr15:68053020-68057975","pp"
"1247","chr15",67060966,67070834,"promoter","chr15",68270954,68284796,"promoter",0,"chr15:67060966-67070834_chr15:68270954-68284796","pp"
"1248","chr15",67133919,67155008,"promoter","chr15",67162998,67181599,"promoter",1.27702445729128e-07,"chr15:67133919-67155008_chr15:67162998-67181599","pp"
"1249","chr15",67133919,67155008,"promoter","chr15",67252309,67259298,"promoter",0,"chr15:67133919-67155008_chr15:67252309-67259298","pp"
"1250","chr15",67133919,67155008,"promoter","chr15",67519540,67524482,"promoter",0,"chr15:67133919-67155008_chr15:67519540-67524482","pp"
"1251","chr15",67133919,67155008,"promoter","chr15",67815857,67844647,"promoter",0,"chr15:67133919-67155008_chr15:67815857-67844647","pp"
"1252","chr15",67133919,67155008,"promoter","chr15",68053020,68057975,"promoter",7.83579530483358e-06,"chr15:67133919-67155008_chr15:68053020-68057975","pp"
"1253","chr15",67162998,67181599,"promoter","chr15",67252309,67259298,"promoter",0.00404166566144781,"chr15:67162998-67181599_chr15:67252309-67259298","pp"
"1254","chr15",67238720,67242004,"promoter","chr15",67519540,67524482,"promoter",0.00010405528013302,"chr15:67238720-67242004_chr15:67519540-67524482","pp"
"1255","chr15",67252309,67259298,"promoter","chr15",67519540,67524482,"promoter",0,"chr15:67252309-67259298_chr15:67519540-67524482","pp"
"1256","chr15",67252309,67259298,"promoter","chr15",67540541,67552287,"promoter",0,"chr15:67252309-67259298_chr15:67540541-67552287","pp"
"1257","chr15",67252309,67259298,"promoter","chr15",67815857,67844647,"promoter",0,"chr15:67252309-67259298_chr15:67815857-67844647","pp"
"1258","chr15",67252309,67259298,"promoter","chr15",67855946,67865177,"gene.body",1.80404004523904e-05,"chr15:67252309-67259298_chr15:67855946-67865177","pe"
"1259","chr15",67252309,67259298,"promoter","chr15",68053020,68057975,"promoter",1.46549439250521e-14,"chr15:67252309-67259298_chr15:68053020-68057975","pp"
"1260","chr15",67405055,67409514,"terminator","chr15",67815857,67844647,"promoter",1.06756517848083e-07,"chr15:67405055-67409514_chr15:67815857-67844647","pe"
"1261","chr15",67463482,67469929,"gene.body","chr15",67815857,67844647,"promoter",0,"chr15:67463482-67469929_chr15:67815857-67844647","pe"
"1262","chr15",67463482,67469929,"gene.body","chr15",68270954,68284796,"promoter",9.64645371559492e-06,"chr15:67463482-67469929_chr15:68270954-68284796","pe"
"1263","chr15",67500862,67504108,"terminator","chr15",67540541,67552287,"promoter",1.26519705823114e-09,"chr15:67500862-67504108_chr15:67540541-67552287","pe"
"1264","chr15",67519540,67524482,"promoter","chr15",67855946,67865177,"gene.body",1.63336011382853e-12,"chr15:67519540-67524482_chr15:67855946-67865177","pe"
"1265","chr15",67519540,67524482,"promoter","chr15",67883306,67897573,"distal",4.28261426321797e-10,"chr15:67519540-67524482_chr15:67883306-67897573","pe"
"1266","chr15",67519540,67524482,"promoter","chr15",68053020,68057975,"promoter",0,"chr15:67519540-67524482_chr15:68053020-68057975","pp"
"1267","chr15",67519540,67524482,"promoter","chr15",68185955,68189823,"terminator",1.46071625308775e-05,"chr15:67519540-67524482_chr15:68185955-68189823","pe"
"1268","chr15",67519540,67524482,"promoter","chr15",68576063,68609908,"promoter",0,"chr15:67519540-67524482_chr15:68576063-68609908","pp"
"1269","chr15",67540541,67552287,"promoter","chr15",67848053,67851130,"gene.body",8.05580204524814e-05,"chr15:67540541-67552287_chr15:67848053-67851130","pe"
"1270","chr15",67540541,67552287,"promoter","chr15",67914061,67920009,"distal",5.12349708684523e-05,"chr15:67540541-67552287_chr15:67914061-67920009","pe"
"1271","chr15",67540541,67552287,"promoter","chr15",67966738,67970232,"distal",2.31606067657708e-10,"chr15:67540541-67552287_chr15:67966738-67970232","pe"
"1272","chr15",67540541,67552287,"promoter","chr15",68185955,68189823,"terminator",4.55191440096314e-14,"chr15:67540541-67552287_chr15:68185955-68189823","pe"
"1273","chr15",67540541,67552287,"promoter","chr15",68270954,68284796,"promoter",0,"chr15:67540541-67552287_chr15:68270954-68284796","pp"
"1274","chr15",67815857,67844647,"promoter","chr15",67883306,67897573,"distal",2.30410335255726e-09,"chr15:67815857-67844647_chr15:67883306-67897573","pe"
"1275","chr15",67815857,67844647,"promoter","chr15",68044637,68048083,"distal",0.000207487061690603,"chr15:67815857-67844647_chr15:68044637-68048083","pe"
"1276","chr15",67815857,67844647,"promoter","chr15",68112912,68116109,"gene.body",0,"chr15:67815857-67844647_chr15:68112912-68116109","pe"
"1277","chr15",67815857,67844647,"promoter","chr15",68185955,68189823,"terminator",0,"chr15:67815857-67844647_chr15:68185955-68189823","pe"
"1278","chr15",67815857,67844647,"promoter","chr15",68225335,68231201,"promoter",0,"chr15:67815857-67844647_chr15:68225335-68231201","pp"
"1279","chr15",67815857,67844647,"promoter","chr15",68297799,68300602,"gene.body",2.96786924657289e-05,"chr15:67815857-67844647_chr15:68297799-68300602","pe"
"1280","chr15",67815857,67844647,"promoter","chr15",68304615,68309369,"gene.body",2.91540185184402e-05,"chr15:67815857-67844647_chr15:68304615-68309369","pe"
"1281","chr15",67815857,67844647,"promoter","chr15",68420693,68435305,"promoter",3.66650817484881e-08,"chr15:67815857-67844647_chr15:68420693-68435305","pp"
"1282","chr15",67815857,67844647,"promoter","chr15",68558118,68562966,"distal",1.94645890516654e-08,"chr15:67815857-67844647_chr15:68558118-68562966","pe"
"1283","chr15",67815857,67844647,"promoter","chr15",68576063,68609908,"promoter",1.93178806284777e-14,"chr15:67815857-67844647_chr15:68576063-68609908","pp"
"1284","chr15",67855946,67865177,"gene.body","chr15",68185955,68189823,"terminator",4.66293670342566e-15,"chr15:67855946-67865177_chr15:68185955-68189823","others"
"1285","chr15",67855946,67865177,"gene.body","chr15",68270954,68284796,"promoter",0,"chr15:67855946-67865177_chr15:68270954-68284796","pe"
"1286","chr15",67855946,67865177,"gene.body","chr15",69273491,69311529,"promoter",3.62654563601517e-06,"chr15:67855946-67865177_chr15:69273491-69311529","pe"
"1287","chr15",67883306,67897573,"distal","chr15",67966738,67970232,"distal",0.00159380619384253,"chr15:67883306-67897573_chr15:67966738-67970232","ee"
"1288","chr15",67883306,67897573,"distal","chr15",68225335,68231201,"promoter",0,"chr15:67883306-67897573_chr15:68225335-68231201","pe"
"1289","chr15",67914061,67920009,"distal","chr15",68053020,68057975,"promoter",0.00129674615159159,"chr15:67914061-67920009_chr15:68053020-68057975","pe"
"1290","chr15",67966738,67970232,"distal","chr15",68053020,68057975,"promoter",0,"chr15:67966738-67970232_chr15:68053020-68057975","pe"
"1291","chr15",67966738,67970232,"distal","chr15",68112912,68116109,"gene.body",1.3806903213176e-05,"chr15:67966738-67970232_chr15:68112912-68116109","others"
"1292","chr15",67966738,67970232,"distal","chr15",68185955,68189823,"terminator",6.91275592323848e-09,"chr15:67966738-67970232_chr15:68185955-68189823","others"
"1293","chr15",67966738,67970232,"distal","chr15",68225335,68231201,"promoter",0,"chr15:67966738-67970232_chr15:68225335-68231201","pe"
"1294","chr15",67966738,67970232,"distal","chr15",68270954,68284796,"promoter",2.49689158238198e-12,"chr15:67966738-67970232_chr15:68270954-68284796","pe"
"1295","chr15",67966738,67970232,"distal","chr15",68812454,68823604,"promoter",1.29327659692535e-11,"chr15:67966738-67970232_chr15:68812454-68823604","pe"
"1296","chr15",68053020,68057975,"promoter","chr15",68112912,68116109,"gene.body",0,"chr15:68053020-68057975_chr15:68112912-68116109","pe"
"1297","chr15",68053020,68057975,"promoter","chr15",68185955,68189823,"terminator",0,"chr15:68053020-68057975_chr15:68185955-68189823","pe"
"1298","chr15",68053020,68057975,"promoter","chr15",68225335,68231201,"promoter",0,"chr15:68053020-68057975_chr15:68225335-68231201","pp"
"1299","chr15",68053020,68057975,"promoter","chr15",68270954,68284796,"promoter",0,"chr15:68053020-68057975_chr15:68270954-68284796","pp"
"1300","chr15",68053020,68057975,"promoter","chr15",68297799,68300602,"gene.body",0.000144980500985104,"chr15:68053020-68057975_chr15:68297799-68300602","pe"
"1301","chr15",68053020,68057975,"promoter","chr15",68329563,68343158,"promoter",9.85042277839021e-05,"chr15:68053020-68057975_chr15:68329563-68343158","pp"
"1302","chr15",68053020,68057975,"promoter","chr15",68613268,68617712,"promoter",2.05517259678212e-05,"chr15:68053020-68057975_chr15:68613268-68617712","pp"
"1303","chr15",68053020,68057975,"promoter","chr15",68648639,68657843,"gene.body",5.27364818481146e-11,"chr15:68053020-68057975_chr15:68648639-68657843","pe"
"1304","chr15",68053020,68057975,"promoter","chr15",68873752,68877462,"gene.body",1.37144866574346e-08,"chr15:68053020-68057975_chr15:68873752-68877462","pe"
"1305","chr15",68112912,68116109,"gene.body","chr15",68270954,68284796,"promoter",6.36810210696837e-06,"chr15:68112912-68116109_chr15:68270954-68284796","pe"
"1306","chr15",68112912,68116109,"gene.body","chr15",68576063,68609908,"promoter",7.19073640631507e-08,"chr15:68112912-68116109_chr15:68576063-68609908","pe"
"1307","chr15",68112912,68116109,"gene.body","chr15",69156046,69163433,"promoter",5.99063030848335e-06,"chr15:68112912-68116109_chr15:69156046-69163433","pe"
"1308","chr15",68185955,68189823,"terminator","chr15",68415821,68419989,"gene.body",0.000173622425530651,"chr15:68185955-68189823_chr15:68415821-68419989","others"
"1309","chr15",68185955,68189823,"terminator","chr15",68812454,68823604,"promoter",1.61765164865546e-05,"chr15:68185955-68189823_chr15:68812454-68823604","pe"
"1310","chr15",68225335,68231201,"promoter","chr15",68558118,68562966,"distal",6.96924185028536e-10,"chr15:68225335-68231201_chr15:68558118-68562966","pe"
"1311","chr15",68225335,68231201,"promoter","chr15",68576063,68609908,"promoter",0,"chr15:68225335-68231201_chr15:68576063-68609908","pp"
"1312","chr15",68225335,68231201,"promoter","chr15",68619146,68624464,"gene.body",1.35019797897762e-07,"chr15:68225335-68231201_chr15:68619146-68624464","pe"
"1313","chr15",68225335,68231201,"promoter","chr15",69069156,69096430,"promoter",8.68438244683301e-06,"chr15:68225335-68231201_chr15:69069156-69096430","pp"
"1314","chr15",68255812,68259209,"promoter","chr15",68415821,68419989,"gene.body",0.000625287583523315,"chr15:68255812-68259209_chr15:68415821-68419989","pe"
"1315","chr15",68255812,68259209,"promoter","chr15",68576063,68609908,"promoter",2.59824702197875e-07,"chr15:68255812-68259209_chr15:68576063-68609908","pp"
"1316","chr15",68270954,68284796,"promoter","chr15",68297799,68300602,"gene.body",0,"chr15:68270954-68284796_chr15:68297799-68300602","pe"
"1317","chr15",68270954,68284796,"promoter","chr15",68304615,68309369,"gene.body",4.83950890473039e-09,"chr15:68270954-68284796_chr15:68304615-68309369","pe"
"1318","chr15",68270954,68284796,"promoter","chr15",68527499,68532163,"distal",0,"chr15:68270954-68284796_chr15:68527499-68532163","pe"
"1319","chr15",68270954,68284796,"promoter","chr15",68613268,68617712,"promoter",0,"chr15:68270954-68284796_chr15:68613268-68617712","pp"
"1320","chr15",68270954,68284796,"promoter","chr15",68619146,68624464,"gene.body",1.29984911723113e-12,"chr15:68270954-68284796_chr15:68619146-68624464","pe"
"1321","chr15",68270954,68284796,"promoter","chr15",68648639,68657843,"gene.body",0,"chr15:68270954-68284796_chr15:68648639-68657843","pe"
"1322","chr15",68270954,68284796,"promoter","chr15",68841217,68845447,"gene.body",9.05941988094128e-14,"chr15:68270954-68284796_chr15:68841217-68845447","pe"
"1323","chr15",68270954,68284796,"promoter","chr15",68855629,68861537,"gene.body",1.8921470642308e-05,"chr15:68270954-68284796_chr15:68855629-68861537","pe"
"1324","chr15",68270954,68284796,"promoter","chr15",69411808,69421014,"promoter",2.66453525910038e-15,"chr15:68270954-68284796_chr15:69411808-69421014","pp"
"1325","chr15",68270954,68284796,"promoter","chr15",69449680,69456227,"promoter",4.76469685928294e-09,"chr15:68270954-68284796_chr15:69449680-69456227","pp"
"1326","chr15",68270954,68284796,"promoter","chr15",70087055,70108467,"promoter",1.9604743093371e-06,"chr15:68270954-68284796_chr15:70087055-70108467","pp"
"1327","chr15",68297799,68300602,"gene.body","chr15",68558118,68562966,"distal",2.38982433842239e-09,"chr15:68297799-68300602_chr15:68558118-68562966","others"
"1328","chr15",68304615,68309369,"gene.body","chr15",68420693,68435305,"promoter",1.71920823011096e-06,"chr15:68304615-68309369_chr15:68420693-68435305","pe"
"1329","chr15",68304615,68309369,"gene.body","chr15",68576063,68609908,"promoter",1.02140518265514e-14,"chr15:68304615-68309369_chr15:68576063-68609908","pe"
"1330","chr15",68304615,68309369,"gene.body","chr15",68812454,68823604,"promoter",2.22044604925031e-16,"chr15:68304615-68309369_chr15:68812454-68823604","pe"
"1331","chr15",68304615,68309369,"gene.body","chr15",68841217,68845447,"gene.body",2.35651643181178e-05,"chr15:68304615-68309369_chr15:68841217-68845447","others"
"1332","chr15",68304615,68309369,"gene.body","chr15",68873752,68877462,"gene.body",0,"chr15:68304615-68309369_chr15:68873752-68877462","others"
"1333","chr15",68329563,68343158,"promoter","chr15",68558118,68562966,"distal",0.000185009346247433,"chr15:68329563-68343158_chr15:68558118-68562966","pe"
"1334","chr15",68329563,68343158,"promoter","chr15",68576063,68609908,"promoter",2.67994471059296e-09,"chr15:68329563-68343158_chr15:68576063-68609908","pp"
"1335","chr15",68329563,68343158,"promoter","chr15",68812454,68823604,"promoter",2.22044604925031e-16,"chr15:68329563-68343158_chr15:68812454-68823604","pp"
"1336","chr15",68329563,68343158,"promoter","chr15",68873752,68877462,"gene.body",4.8677474495662e-08,"chr15:68329563-68343158_chr15:68873752-68877462","pe"
"1337","chr15",68415821,68419989,"gene.body","chr15",68420693,68435305,"promoter",7.35712180932602e-06,"chr15:68415821-68419989_chr15:68420693-68435305","pe"
"1338","chr15",68420693,68435305,"promoter","chr15",68619146,68624464,"gene.body",1.50834764678365e-08,"chr15:68420693-68435305_chr15:68619146-68624464","pe"
"1339","chr15",68420693,68435305,"promoter","chr15",68698644,68706987,"gene.body",6.05582251012038e-12,"chr15:68420693-68435305_chr15:68698644-68706987","pe"
"1340","chr15",68420693,68435305,"promoter","chr15",68812454,68823604,"promoter",0,"chr15:68420693-68435305_chr15:68812454-68823604","pp"
"1341","chr15",68558118,68562966,"distal","chr15",68648639,68657843,"gene.body",0.000131597065520017,"chr15:68558118-68562966_chr15:68648639-68657843","others"
"1342","chr15",68558118,68562966,"distal","chr15",68698644,68706987,"gene.body",0,"chr15:68558118-68562966_chr15:68698644-68706987","others"
"1343","chr15",68558118,68562966,"distal","chr15",68841217,68845447,"gene.body",1.11022302462516e-14,"chr15:68558118-68562966_chr15:68841217-68845447","others"
"1344","chr15",68558118,68562966,"distal","chr15",68873752,68877462,"gene.body",0,"chr15:68558118-68562966_chr15:68873752-68877462","others"
"1345","chr15",68576063,68609908,"promoter","chr15",68613268,68617712,"promoter",0,"chr15:68576063-68609908_chr15:68613268-68617712","pp"
"1346","chr15",68576063,68609908,"promoter","chr15",68619146,68624464,"gene.body",0,"chr15:68576063-68609908_chr15:68619146-68624464","pe"
"1347","chr15",68576063,68609908,"promoter","chr15",68648639,68657843,"gene.body",0,"chr15:68576063-68609908_chr15:68648639-68657843","pe"
"1348","chr15",68576063,68609908,"promoter","chr15",68791683,68798536,"promoter",1.13050988570507e-08,"chr15:68576063-68609908_chr15:68791683-68798536","pp"
"1349","chr15",68576063,68609908,"promoter","chr15",68812454,68823604,"promoter",0,"chr15:68576063-68609908_chr15:68812454-68823604","pp"
"1350","chr15",68576063,68609908,"promoter","chr15",68855629,68861537,"gene.body",0.00011540276720623,"chr15:68576063-68609908_chr15:68855629-68861537","pe"
