"","hAstro","U3028"
"chr15:65867409-65875312_chr15:67815857-67844647",1,0
"chr15:66290054-66297810_chr15:66351662-66358508",1,1
"chr15:66290054-66297810_chr15:66384822-66398877",0,1
"chr15:66290054-66297810_chr15:66494988-66508231",1,1
"chr15:66290054-66297810_chr15:66698592-66708913",0,1
"chr15:66290054-66297810_chr15:66840538-66852861",0,1
"chr15:66351662-66358508_chr15:66359032-66376333",1,0
"chr15:66351662-66358508_chr15:66384822-66398877",1,1
"chr15:66351662-66358508_chr15:66494988-66508231",1,1
"chr15:66351662-66358508_chr15:66556995-66580812",1,1
"chr15:66351662-66358508_chr15:66754543-66758264",0,1
"chr15:66359032-66376333_chr15:66384822-66398877",1,0
"chr15:66384822-66398877_chr15:66494988-66508231",1,1
"chr15:66384822-66398877_chr15:66556995-66580812",0,1
"chr15:66384822-66398877_chr15:66698592-66708913",0,1
"chr15:66384822-66398877_chr15:67060966-67070834",0,1
"chr15:66384822-66398877_chr15:67883306-67897573",0,1
"chr15:66384822-66398877_chr15:68053020-68057975",0,1
"chr15:66494988-66508231_chr15:66556995-66580812",0,1
"chr15:66494988-66508231_chr15:66698592-66708913",1,1
"chr15:66494988-66508231_chr15:66840538-66852861",1,1
"chr15:66494988-66508231_chr15:66930215-66933458",0,1
"chr15:66494988-66508231_chr15:67060966-67070834",0,1
"chr15:66494988-66508231_chr15:67540541-67552287",0,1
"chr15:66494988-66508231_chr15:67815857-67844647",0,1
"chr15:66494988-66508231_chr15:68053020-68057975",0,1
"chr15:66556995-66580812_chr15:66698592-66708913",0,1
"chr15:66556995-66580812_chr15:67060966-67070834",0,1
"chr15:66556995-66580812_chr15:67252309-67259298",0,1
"chr15:66615456-66622971_chr15:67124012-67128047",1,0
"chr15:66698592-66708913_chr15:66840538-66852861",1,1
"chr15:66698592-66708913_chr15:66930215-66933458",0,1
"chr15:66698592-66708913_chr15:67032614-67040838",1,0
"chr15:66698592-66708913_chr15:67060966-67070834",0,1
"chr15:66698592-66708913_chr15:67519540-67524482",0,1
"chr15:66698592-66708913_chr15:68576063-68609908",0,1
"chr15:66840538-66852861_chr15:67060966-67070834",1,0
"chr15:66888427-66891149_chr15:67540541-67552287",0,1
"chr15:66930215-66933458_chr15:67060966-67070834",0,1
"chr15:66930215-66933458_chr15:67540541-67552287",0,1
"chr15:66930215-66933458_chr15:67815857-67844647",0,1
"chr15:66934184-66938525_chr15:67060966-67070834",1,0
"chr15:67022221-67030806_chr15:67133919-67155008",0,1
"chr15:67022221-67030806_chr15:67815857-67844647",0,1
"chr15:67032614-67040838_chr15:67162998-67181599",1,0
"chr15:67032614-67040838_chr15:67815857-67844647",1,0
"chr15:67060966-67070834_chr15:67087014-67096417",1,0
"chr15:67060966-67070834_chr15:67124012-67128047",1,0
"chr15:67060966-67070834_chr15:67133919-67155008",0,1
"chr15:67060966-67070834_chr15:67162998-67181599",1,1
"chr15:67060966-67070834_chr15:67238720-67242004",0,1
"chr15:67060966-67070834_chr15:67252309-67259298",1,1
"chr15:67060966-67070834_chr15:67500862-67504108",1,1
"chr15:67060966-67070834_chr15:67519540-67524482",0,1
"chr15:67060966-67070834_chr15:67540541-67552287",1,0
"chr15:67060966-67070834_chr15:67815857-67844647",1,1
"chr15:67060966-67070834_chr15:68053020-68057975",0,1
"chr15:67060966-67070834_chr15:68270954-68284796",0,1
"chr15:67124012-67128047_chr15:67540541-67552287",1,0
"chr15:67124012-67128047_chr15:67815857-67844647",1,0
"chr15:67133919-67155008_chr15:67162998-67181599",0,1
"chr15:67133919-67155008_chr15:67252309-67259298",0,1
"chr15:67133919-67155008_chr15:67519540-67524482",0,1
"chr15:67133919-67155008_chr15:67815857-67844647",0,1
"chr15:67133919-67155008_chr15:68053020-68057975",0,1
"chr15:67162998-67181599_chr15:67252309-67259298",0,1
"chr15:67162998-67181599_chr15:67815857-67844647",1,1
"chr15:67238720-67242004_chr15:67519540-67524482",0,1
"chr15:67252309-67259298_chr15:67519540-67524482",0,1
"chr15:67252309-67259298_chr15:67540541-67552287",0,1
"chr15:67252309-67259298_chr15:67815857-67844647",0,1
"chr15:67252309-67259298_chr15:67855946-67865177",0,1
"chr15:67252309-67259298_chr15:67867940-67874719",1,0
"chr15:67252309-67259298_chr15:68053020-68057975",0,1
"chr15:67252309-67259298_chr15:68270954-68284796",1,0
"chr15:67405055-67409514_chr15:67815857-67844647",0,1
"chr15:67448153-67450613_chr15:67815857-67844647",1,0
"chr15:67451181-67455165_chr15:67815857-67844647",1,0
"chr15:67463482-67469929_chr15:67815857-67844647",0,1
"chr15:67463482-67469929_chr15:68270954-68284796",0,1
"chr15:67500862-67504108_chr15:67519540-67524482",1,1
"chr15:67500862-67504108_chr15:67540541-67552287",0,1
"chr15:67500862-67504108_chr15:67815857-67844647",1,1
"chr15:67500862-67504108_chr15:68270954-68284796",1,1
"chr15:67519540-67524482_chr15:67540541-67552287",1,1
"chr15:67519540-67524482_chr15:67815857-67844647",1,1
"chr15:67519540-67524482_chr15:67855946-67865177",0,1
"chr15:67519540-67524482_chr15:67883306-67897573",0,1
"chr15:67519540-67524482_chr15:68053020-68057975",0,1
"chr15:67519540-67524482_chr15:68185955-68189823",0,1
"chr15:67519540-67524482_chr15:68576063-68609908",0,1
"chr15:67540541-67552287_chr15:67795070-67813452",1,0
"chr15:67540541-67552287_chr15:67815857-67844647",1,1
"chr15:67540541-67552287_chr15:67848053-67851130",0,1
"chr15:67540541-67552287_chr15:67867940-67874719",1,0
"chr15:67540541-67552287_chr15:67914061-67920009",0,1
"chr15:67540541-67552287_chr15:67966738-67970232",0,1
"chr15:67540541-67552287_chr15:68053020-68057975",1,1
"chr15:67540541-67552287_chr15:68185955-68189823",0,1
"chr15:67540541-67552287_chr15:68270954-68284796",0,1
"chr15:67795070-67813452_chr15:67815857-67844647",1,0
"chr15:67815857-67844647_chr15:67855946-67865177",1,1
"chr15:67815857-67844647_chr15:67883306-67897573",0,1
"chr15:67815857-67844647_chr15:67966738-67970232",1,1
"chr15:67815857-67844647_chr15:68021493-68030162",1,0
"chr15:67815857-67844647_chr15:68044637-68048083",0,1
"chr15:67815857-67844647_chr15:68053020-68057975",1,1
"chr15:67815857-67844647_chr15:68112912-68116109",0,1
"chr15:67815857-67844647_chr15:68185955-68189823",0,1
"chr15:67815857-67844647_chr15:68225335-68231201",0,1
"chr15:67815857-67844647_chr15:68270954-68284796",1,1
"chr15:67815857-67844647_chr15:68297799-68300602",0,1
"chr15:67815857-67844647_chr15:68304615-68309369",0,1
"chr15:67815857-67844647_chr15:68420693-68435305",0,1
"chr15:67815857-67844647_chr15:68558118-68562966",0,1
"chr15:67815857-67844647_chr15:68576063-68609908",0,1
"chr15:67855946-67865177_chr15:67883306-67897573",1,1
"chr15:67855946-67865177_chr15:67966738-67970232",1,1
"chr15:67855946-67865177_chr15:68053020-68057975",1,1
"chr15:67855946-67865177_chr15:68185955-68189823",0,1
"chr15:67855946-67865177_chr15:68270954-68284796",0,1
"chr15:67855946-67865177_chr15:69273491-69311529",0,1
"chr15:67867940-67874719_chr15:68053020-68057975",1,0
"chr15:67883306-67897573_chr15:67966738-67970232",0,1
"chr15:67883306-67897573_chr15:68053020-68057975",1,1
"chr15:67883306-67897573_chr15:68225335-68231201",0,1
"chr15:67914061-67920009_chr15:68053020-68057975",0,1
"chr15:67966738-67970232_chr15:68053020-68057975",0,1
"chr15:67966738-67970232_chr15:68112912-68116109",0,1
"chr15:67966738-67970232_chr15:68185955-68189823",0,1
"chr15:67966738-67970232_chr15:68225335-68231201",0,1
"chr15:67966738-67970232_chr15:68270954-68284796",0,1
"chr15:67966738-67970232_chr15:68812454-68823604",0,1
"chr15:68053020-68057975_chr15:68112912-68116109",0,1
"chr15:68053020-68057975_chr15:68185955-68189823",0,1
"chr15:68053020-68057975_chr15:68225335-68231201",0,1
"chr15:68053020-68057975_chr15:68270954-68284796",0,1
"chr15:68053020-68057975_chr15:68297799-68300602",0,1
"chr15:68053020-68057975_chr15:68329563-68343158",0,1
"chr15:68053020-68057975_chr15:68613268-68617712",0,1
"chr15:68053020-68057975_chr15:68648639-68657843",0,1
"chr15:68053020-68057975_chr15:68873752-68877462",0,1
"chr15:68112912-68116109_chr15:68270954-68284796",0,1
"chr15:68112912-68116109_chr15:68576063-68609908",0,1
"chr15:68112912-68116109_chr15:69156046-69163433",0,1
"chr15:68185955-68189823_chr15:68415821-68419989",0,1
"chr15:68185955-68189823_chr15:68812454-68823604",0,1
"chr15:68225335-68231201_chr15:68270954-68284796",1,1
"chr15:68225335-68231201_chr15:68558118-68562966",0,1
"chr15:68225335-68231201_chr15:68576063-68609908",0,1
"chr15:68225335-68231201_chr15:68619146-68624464",0,1
"chr15:68225335-68231201_chr15:69069156-69096430",0,1
"chr15:68255812-68259209_chr15:68270954-68284796",1,1
"chr15:68255812-68259209_chr15:68415821-68419989",0,1
"chr15:68255812-68259209_chr15:68420693-68435305",1,0
"chr15:68255812-68259209_chr15:68576063-68609908",0,1
"chr15:68270954-68284796_chr15:68297799-68300602",0,1
"chr15:68270954-68284796_chr15:68304615-68309369",0,1
"chr15:68270954-68284796_chr15:68420693-68435305",1,1
"chr15:68270954-68284796_chr15:68527499-68532163",0,1
"chr15:68270954-68284796_chr15:68558118-68562966",1,1
"chr15:68270954-68284796_chr15:68576063-68609908",1,1
"chr15:68270954-68284796_chr15:68613268-68617712",0,1
"chr15:68270954-68284796_chr15:68619146-68624464",0,1
"chr15:68270954-68284796_chr15:68648639-68657843",0,1
"chr15:68270954-68284796_chr15:68812454-68823604",1,1
"chr15:68270954-68284796_chr15:68841217-68845447",0,1
"chr15:68270954-68284796_chr15:68855629-68861537",0,1
"chr15:68270954-68284796_chr15:68873752-68877462",1,1
"chr15:68270954-68284796_chr15:69411808-69421014",0,1
"chr15:68270954-68284796_chr15:69449680-69456227",0,1
"chr15:68270954-68284796_chr15:70087055-70108467",0,1
"chr15:68297799-68300602_chr15:68558118-68562966",0,1
"chr15:68304615-68309369_chr15:68420693-68435305",0,1
"chr15:68304615-68309369_chr15:68576063-68609908",0,1
"chr15:68304615-68309369_chr15:68812454-68823604",0,1
"chr15:68304615-68309369_chr15:68841217-68845447",0,1
"chr15:68304615-68309369_chr15:68873752-68877462",0,1
"chr15:68329563-68343158_chr15:68558118-68562966",0,1
"chr15:68329563-68343158_chr15:68576063-68609908",0,1
"chr15:68329563-68343158_chr15:68812454-68823604",0,1
"chr15:68329563-68343158_chr15:68873752-68877462",0,1
"chr15:68378562-68388742_chr15:68576063-68609908",1,0
"chr15:68378562-68388742_chr15:68812454-68823604",1,0
"chr15:68415821-68419989_chr15:68420693-68435305",0,1
"chr15:68420693-68435305_chr15:68558118-68562966",1,0
"chr15:68420693-68435305_chr15:68576063-68609908",1,0
"chr15:68420693-68435305_chr15:68619146-68624464",0,1
"chr15:68420693-68435305_chr15:68698644-68706987",0,1
"chr15:68420693-68435305_chr15:68812454-68823604",0,1
"chr15:68558118-68562966_chr15:68576063-68609908",1,1
"chr15:68558118-68562966_chr15:68648639-68657843",0,1
"chr15:68558118-68562966_chr15:68698644-68706987",0,1
"chr15:68558118-68562966_chr15:68812454-68823604",1,1
"chr15:68558118-68562966_chr15:68841217-68845447",0,1
"chr15:68558118-68562966_chr15:68862407-68864682",1,0
"chr15:68558118-68562966_chr15:68873752-68877462",0,1
"chr15:68576063-68609908_chr15:68613268-68617712",0,1
"chr15:68576063-68609908_chr15:68619146-68624464",0,1
"chr15:68576063-68609908_chr15:68648639-68657843",0,1
"chr15:68576063-68609908_chr15:68791683-68798536",0,1
"chr15:68576063-68609908_chr15:68812454-68823604",0,1
"chr15:68576063-68609908_chr15:68855629-68861537",0,1
"chr15:68576063-68609908_chr15:68873752-68877462",1,1
"chr15:68576063-68609908_chr15:69069156-69096430",1,0
"chr15:68576063-68609908_chr15:69156046-69163433",0,1
"chr15:68576063-68609908_chr15:69449680-69456227",0,1
"chr15:68576063-68609908_chr15:70087055-70108467",0,1
"chr15:68613268-68617712_chr15:68812454-68823604",0,1
"chr15:68619146-68624464_chr15:68812454-68823604",0,1
"chr15:68648639-68657843_chr15:68812454-68823604",0,1
"chr15:68648639-68657843_chr15:68873752-68877462",0,1
"chr15:68698644-68706987_chr15:68812454-68823604",0,1
"chr15:68698644-68706987_chr15:69156046-69163433",0,1
"chr15:68791683-68798536_chr15:68812454-68823604",0,1
"chr15:68812454-68823604_chr15:68841217-68845447",0,1
"chr15:68812454-68823604_chr15:68873752-68877462",0,1
"chr15:68812454-68823604_chr15:68963007-68970281",1,0
"chr15:68812454-68823604_chr15:69069156-69096430",0,1
"chr15:68812454-68823604_chr15:69156046-69163433",1,0
"chr15:68812454-68823604_chr15:69273491-69311529",0,1
"chr15:68812454-68823604_chr15:69411808-69421014",1,0
"chr15:68812454-68823604_chr15:69449680-69456227",1,0
"chr15:68812454-68823604_chr15:70087055-70108467",0,1
"chr15:68812454-68823604_chr15:70760717-70768479",0,1
"chr15:68841217-68845447_chr15:69156046-69163433",0,1
"chr15:68873752-68877462_chr15:69156046-69163433",0,1
"chr15:69006565-69021206_chr15:69156046-69163433",1,1
"chr15:69030679-69052640_chr15:69069156-69096430",1,0
"chr15:69069156-69096430_chr15:69156046-69163433",1,1
"chr15:69069156-69096430_chr15:69273491-69311529",0,1
"chr15:69069156-69096430_chr15:69411808-69421014",0,1
"chr15:69069156-69096430_chr15:69457895-69464377",0,1
"chr15:69156046-69163433_chr15:69273491-69311529",0,1
"chr15:69156046-69163433_chr15:69411808-69421014",1,1
"chr15:69156046-69163433_chr15:69449680-69456227",1,1
"chr15:69156046-69163433_chr15:69457895-69464377",0,1
"chr15:69156046-69163433_chr15:69645845-69678068",0,1
"chr15:69156046-69163433_chr15:70760717-70768479",0,1
"chr15:69156046-69163433_chr15:70851054-70857853",0,1
"chr15:69273491-69311529_chr15:69411808-69421014",0,1
"chr15:69273491-69311529_chr15:69645845-69678068",0,1
"chr15:69273491-69311529_chr15:70046576-70083826",1,0
"chr15:69411808-69421014_chr15:69449680-69456227",1,1
"chr15:69411808-69421014_chr15:69457895-69464377",0,1
"chr15:69411808-69421014_chr15:70087055-70108467",0,1
"chr15:69411808-69421014_chr15:71113727-71123675",1,0
"chr15:69449680-69456227_chr15:69457895-69464377",1,1
"chr15:69449680-69456227_chr15:70046576-70083826",0,1
"chr15:69449680-69456227_chr15:70087055-70108467",0,1
"chr15:69449680-69456227_chr15:70109720-70115138",0,1
"chr15:69449680-69456227_chr15:70599419-70609216",0,1
"chr15:69449680-69456227_chr15:70698451-70704175",0,1
"chr15:69449680-69456227_chr15:70851054-70857853",0,1
"chr15:69449680-69456227_chr15:70889778-70894935",0,1
"chr15:69457895-69464377_chr15:70016794-70036715",0,1
"chr15:69457895-69464377_chr15:70087055-70108467",1,1
"chr15:69457895-69464377_chr15:70489144-70499784",1,0
"chr15:69482189-69491318_chr15:69523628-69533772",0,1
"chr15:69482189-69491318_chr15:69732950-69757930",0,1
"chr15:69482189-69491318_chr15:70016794-70036715",0,1
"chr15:69482189-69491318_chr15:70087055-70108467",0,1
"chr15:69482189-69491318_chr15:70461989-70476920",0,1
"chr15:69482189-69491318_chr15:70889778-70894935",0,1
"chr15:69523628-69533772_chr15:70087055-70108467",0,1
"chr15:69523628-69533772_chr15:70461989-70476920",0,1
"chr15:69620693-69629791_chr15:69645845-69678068",1,0
"chr15:69620693-69629791_chr15:70016794-70036715",1,0
"chr15:69620693-69629791_chr15:70087055-70108467",1,0
"chr15:69645845-69678068_chr15:69678905-69696547",1,0
"chr15:69645845-69678068_chr15:69732950-69757930",0,1
"chr15:69645845-69678068_chr15:69870382-69889569",0,1
"chr15:69645845-69678068_chr15:70016794-70036715",0,1
"chr15:69645845-69678068_chr15:70046576-70083826",0,1
"chr15:69645845-69678068_chr15:70087055-70108467",0,1
"chr15:69678905-69696547_chr15:69922010-69935998",1,0
"chr15:69678905-69696547_chr15:69985506-70016279",1,0
"chr15:69702131-69711026_chr15:70087055-70108467",1,0
"chr15:69720241-69731596_chr15:69732950-69757930",1,0
"chr15:69720241-69731596_chr15:70087055-70108467",1,0
"chr15:69732950-69757930_chr15:70016794-70036715",0,1
"chr15:69732950-69757930_chr15:70087055-70108467",1,1
"chr15:69772826-69778806_chr15:69985506-70016279",1,0
"chr15:69772826-69778806_chr15:70087055-70108467",1,1
"chr15:69849903-69869555_chr15:69870382-69889569",1,0
"chr15:69849903-69869555_chr15:70087055-70108467",1,0
"chr15:69870382-69889569_chr15:70087055-70108467",1,1
"chr15:69985506-70016279_chr15:70016794-70036715",1,0
"chr15:69985506-70016279_chr15:70087055-70108467",1,0
"chr15:69985506-70016279_chr15:70437598-70450521",1,0
"chr15:70016794-70036715_chr15:70087055-70108467",1,1
"chr15:70016794-70036715_chr15:70760717-70768479",0,1
"chr15:70046576-70083826_chr15:70087055-70108467",1,1
"chr15:70046576-70083826_chr15:70461989-70476920",0,1
"chr15:70046576-70083826_chr15:70573748-70576060",1,0
"chr15:70046576-70083826_chr15:70889778-70894935",0,1
"chr15:70087055-70108467_chr15:70109720-70115138",1,1
"chr15:70087055-70108467_chr15:70188122-70204365",0,1
"chr15:70087055-70108467_chr15:70256194-70280593",1,0
"chr15:70087055-70108467_chr15:70367253-70370238",1,0
"chr15:70087055-70108467_chr15:70398802-70420365",1,0
"chr15:70087055-70108467_chr15:70437598-70450521",0,1
"chr15:70087055-70108467_chr15:70461989-70476920",0,1
"chr15:70087055-70108467_chr15:70489144-70499784",1,0
"chr15:70087055-70108467_chr15:70503104-70515303",1,0
"chr15:70087055-70108467_chr15:70577585-70588560",1,0
"chr15:70087055-70108467_chr15:70851054-70857853",0,1
"chr15:70109720-70115138_chr15:70256194-70280593",0,1
"chr15:70109720-70115138_chr15:70525027-70529305",1,0
"chr15:70256194-70280593_chr15:70461989-70476920",0,1
"chr15:70256194-70280593_chr15:70760717-70768479",0,1
"chr15:70398802-70420365_chr15:70421964-70430420",1,0
"chr15:70461989-70476920_chr15:70698451-70704175",0,1
"chr15:70461989-70476920_chr15:70760717-70768479",0,1
"chr15:70698451-70704175_chr15:70760717-70768479",1,1
"chr15:70698451-70704175_chr15:70851054-70857853",0,1
"chr15:70760717-70768479_chr15:70851054-70857853",1,1
"chr15:70760717-70768479_chr15:70889778-70894935",0,1
"chr15:70760717-70768479_chr15:72115439-72120587",0,1
"chr15:70760717-70768479_chr15:72219677-72233773",0,1
"chr15:70851054-70857853_chr15:70889778-70894935",0,1
"chr15:70851054-70857853_chr15:71113727-71123675",0,1
"chr15:70851054-70857853_chr15:72154423-72157444",0,1
"chr15:70851054-70857853_chr15:72219677-72233773",0,1
"chr15:70851054-70857853_chr15:72268902-72274479",1,0
"chr15:70889778-70894935_chr15:71113727-71123675",0,1
"chr15:70889778-70894935_chr15:71805399-71818542",1,0
"chr15:70889778-70894935_chr15:72154423-72157444",0,1
"chr15:70889778-70894935_chr15:72219677-72233773",0,1
"chr15:71113727-71123675_chr15:72470803-72482338",0,1
"chr15:71113727-71123675_chr15:72635129-72650131",0,1
"chr15:71744869-71753146_chr15:72154423-72157444",1,0
"chr15:71805399-71818542_chr15:72115439-72120587",1,0
"chr15:72115439-72120587_chr15:72154423-72157444",1,1
"chr15:72115439-72120587_chr15:72219677-72233773",1,1
"chr15:72115439-72120587_chr15:72268902-72274479",0,1
"chr15:72115439-72120587_chr15:72311427-72321771",1,1
"chr15:72115439-72120587_chr15:72356536-72360671",0,1
"chr15:72115439-72120587_chr15:72373418-72377860",0,1
"chr15:72115439-72120587_chr15:72470803-72482338",0,1
"chr15:72115439-72120587_chr15:73600567-73602992",0,1
"chr15:72115439-72120587_chr15:73682839-73690187",0,1
"chr15:72115439-72120587_chr15:73918179-73942562",0,1
"chr15:72115439-72120587_chr15:73980433-74001365",1,0
"chr15:72154423-72157444_chr15:72219677-72233773",0,1
"chr15:72154423-72157444_chr15:72268902-72274479",0,1
"chr15:72154423-72157444_chr15:72470803-72482338",0,1
"chr15:72178092-72186349_chr15:72219677-72233773",0,1
"chr15:72178092-72186349_chr15:72683338-72689207",1,0
"chr15:72191932-72203948_chr15:72219677-72233773",1,1
"chr15:72191932-72203948_chr15:72268902-72274479",0,1
"chr15:72191932-72203948_chr15:72311427-72321771",1,0
"chr15:72191932-72203948_chr15:72373418-72377860",0,1
"chr15:72219677-72233773_chr15:72234795-72238819",1,1
"chr15:72219677-72233773_chr15:72268902-72274479",1,1
"chr15:72219677-72233773_chr15:72311427-72321771",1,1
"chr15:72219677-72233773_chr15:72356536-72360671",0,1
"chr15:72219677-72233773_chr15:72373418-72377860",0,1
"chr15:72219677-72233773_chr15:72470803-72482338",0,1
"chr15:72219677-72233773_chr15:72635129-72650131",0,1
"chr15:72219677-72233773_chr15:72683338-72689207",1,1
"chr15:72219677-72233773_chr15:72781374-72787257",0,1
"chr15:72219677-72233773_chr15:73049043-73054697",0,1
"chr15:72219677-72233773_chr15:73628583-73635291",0,1
"chr15:72219677-72233773_chr15:73746234-73754386",0,1
"chr15:72219677-72233773_chr15:73980433-74001365",1,0
"chr15:72234795-72238819_chr15:72268902-72274479",0,1
"chr15:72234795-72238819_chr15:72683338-72689207",0,1
"chr15:72268902-72274479_chr15:72311427-72321771",1,1
"chr15:72268902-72274479_chr15:72373418-72377860",1,1
"chr15:72268902-72274479_chr15:72470803-72482338",0,1
"chr15:72268902-72274479_chr15:72635129-72650131",0,1
"chr15:72268902-72274479_chr15:72683338-72689207",0,1
"chr15:72268902-72274479_chr15:72781374-72787257",0,1
"chr15:72311427-72321771_chr15:72373418-72377860",0,1
"chr15:72311427-72321771_chr15:72470803-72482338",1,1
"chr15:72311427-72321771_chr15:72669285-72672524",0,1
"chr15:72311427-72321771_chr15:72683338-72689207",0,1
"chr15:72311427-72321771_chr15:73980433-74001365",1,0
"chr15:72356536-72360671_chr15:72373418-72377860",0,1
"chr15:72356536-72360671_chr15:72470803-72482338",0,1
"chr15:72356536-72360671_chr15:72669285-72672524",0,1
"chr15:72373418-72377860_chr15:72470803-72482338",1,1
"chr15:72373418-72377860_chr15:72635129-72650131",0,1
"chr15:72373418-72377860_chr15:72683338-72689207",1,1
"chr15:72373418-72377860_chr15:72795582-72800529",0,1
"chr15:72373418-72377860_chr15:73628583-73635291",0,1
"chr15:72470803-72482338_chr15:72635129-72650131",0,1
"chr15:72470803-72482338_chr15:72669285-72672524",0,1
"chr15:72470803-72482338_chr15:72683338-72689207",1,1
"chr15:72470803-72482338_chr15:72781374-72787257",1,1
"chr15:72470803-72482338_chr15:73049043-73054697",0,1
"chr15:72470803-72482338_chr15:73896226-73905417",0,1
"chr15:72470803-72482338_chr15:73980433-74001365",0,1
"chr15:72470803-72482338_chr15:74070405-74109613",0,1
"chr15:72635129-72650131_chr15:74070405-74109613",1,1
"chr15:72669285-72672524_chr15:73049043-73054697",0,1
"chr15:72669285-72672524_chr15:74070405-74109613",0,1
"chr15:72683338-72689207_chr15:72781374-72787257",0,1
"chr15:72683338-72689207_chr15:73049043-73054697",1,1
"chr15:72683338-72689207_chr15:73980433-74001365",1,0
"chr15:72781374-72787257_chr15:72795582-72800529",0,1
"chr15:72781374-72787257_chr15:73049043-73054697",0,1
"chr15:72781374-72787257_chr15:73628583-73635291",0,1
"chr15:72781374-72787257_chr15:73746234-73754386",1,0
"chr15:72781374-72787257_chr15:73980433-74001365",1,0
"chr15:72781374-72787257_chr15:74070405-74109613",0,1
"chr15:72795582-72800529_chr15:73049043-73054697",1,0
"chr15:72871155-72877463_chr15:73049043-73054697",1,0
"chr15:73049043-73054697_chr15:73628583-73635291",0,1
"chr15:73049043-73054697_chr15:73682839-73690187",0,1
"chr15:73049043-73054697_chr15:74124032-74138422",0,1
"chr15:73049043-73054697_chr15:74537883-74543900",0,1
"chr15:73313890-73351866_chr15:73628583-73635291",1,1
"chr15:73363853-73371732_chr15:73628583-73635291",0,1
"chr15:73363853-73371732_chr15:73682839-73690187",1,0
"chr15:73363853-73371732_chr15:73918179-73942562",1,1
"chr15:73600567-73602992_chr15:73628583-73635291",0,1
"chr15:73628583-73635291_chr15:73682839-73690187",1,1
"chr15:73628583-73635291_chr15:73746234-73754386",0,1
"chr15:73628583-73635291_chr15:73963751-73967407",0,1
"chr15:73628583-73635291_chr15:73980433-74001365",0,1
"chr15:73628583-73635291_chr15:74124032-74138422",0,1
"chr15:73628583-73635291_chr15:74364388-74367863",0,1
"chr15:73628583-73635291_chr15:74831266-74844838",0,1
"chr15:73682839-73690187_chr15:73694321-73698585",1,0
"chr15:73682839-73690187_chr15:73746234-73754386",0,1
"chr15:73682839-73690187_chr15:73896226-73905417",0,1
"chr15:73682839-73690187_chr15:73918179-73942562",1,1
"chr15:73682839-73690187_chr15:73963751-73967407",0,1
"chr15:73682839-73690187_chr15:73980433-74001365",0,1
"chr15:73682839-73690187_chr15:74780374-74795682",0,1
"chr15:73682839-73690187_chr15:75345837-75365487",0,1
"chr15:73682839-73690187_chr15:75645619-75654408",0,1
"chr15:73694321-73698585_chr15:74124032-74138422",1,0
"chr15:73746234-73754386_chr15:73896226-73905417",0,1
"chr15:73746234-73754386_chr15:73918179-73942562",0,1
"chr15:73896226-73905417_chr15:74124032-74138422",0,1
"chr15:73918179-73942562_chr15:73980433-74001365",1,1
"chr15:73918179-73942562_chr15:74070405-74109613",0,1
"chr15:73918179-73942562_chr15:74124032-74138422",0,1
"chr15:73918179-73942562_chr15:74934355-74941280",0,1
"chr15:73918179-73942562_chr15:75445653-75459469",0,1
"chr15:73963751-73967407_chr15:73980433-74001365",0,1
"chr15:73963751-73967407_chr15:74124032-74138422",0,1
"chr15:73980433-74001365_chr15:74070405-74109613",0,1
"chr15:73980433-74001365_chr15:74124032-74138422",1,1
"chr15:73980433-74001365_chr15:74288556-74293783",0,1
"chr15:73980433-74001365_chr15:74307487-74322513",0,1
"chr15:73980433-74001365_chr15:74346469-74358004",1,0
"chr15:73980433-74001365_chr15:74364388-74367863",0,1
"chr15:73980433-74001365_chr15:74414291-74436867",0,1
"chr15:73980433-74001365_chr15:74455072-74464187",0,1
"chr15:73980433-74001365_chr15:74537883-74543900",1,1
"chr15:73980433-74001365_chr15:74595508-74627362",0,1
"chr15:73980433-74001365_chr15:74717905-74734065",0,1
"chr15:73980433-74001365_chr15:74780374-74795682",0,1
"chr15:73980433-74001365_chr15:74831266-74844838",0,1
"chr15:73980433-74001365_chr15:74867456-74875088",0,1
"chr15:73980433-74001365_chr15:74947661-74963247",0,1
"chr15:73980433-74001365_chr15:74991662-74998770",0,1
"chr15:73980433-74001365_chr15:75445653-75459469",0,1
"chr15:73980433-74001365_chr15:75634060-75642667",0,1
"chr15:74051201-74055240_chr15:74307487-74322513",0,1
"chr15:74051201-74055240_chr15:74692947-74698205",0,1
"chr15:74070405-74109613_chr15:74124032-74138422",1,1
"chr15:74070405-74109613_chr15:74595508-74627362",0,1
"chr15:74124032-74138422_chr15:74173105-74210516",1,0
"chr15:74124032-74138422_chr15:74236011-74247134",0,1
"chr15:74124032-74138422_chr15:74288556-74293783",0,1
"chr15:74124032-74138422_chr15:74307487-74322513",0,1
"chr15:74124032-74138422_chr15:74371986-74376512",0,1
"chr15:74124032-74138422_chr15:74455072-74464187",0,1
"chr15:74124032-74138422_chr15:74537883-74543900",0,1
"chr15:74124032-74138422_chr15:74586653-74592243",0,1
"chr15:74124032-74138422_chr15:74595508-74627362",0,1
"chr15:74124032-74138422_chr15:74934355-74941280",0,1
"chr15:74124032-74138422_chr15:74947661-74963247",1,0
"chr15:74124032-74138422_chr15:75666971-75717495",0,1
"chr15:74236011-74247134_chr15:74414291-74436867",1,1
"chr15:74288556-74293783_chr15:74904299-74908519",0,1
"chr15:74307487-74322513_chr15:74780374-74795682",0,1
