chr.x	start.x	end.x	chr.y	start.y	end.y	hAstro	U3028	loopWidth	mango.FDR	mango.P	loopID	total_counts
188774	chr15	67867940	67874719	chr15	68053020	68057975	1	0	184168	0.000594004380991717	0.000356327326962114	chr15:67867940-67874719_chr15:68053020-68057975	1
188775	chr15	67867940	67874719	chr15	68204364	68218336	0	0	340020	6.72954157760643e-07	2.26667238756306e-07	chr15:67867940-67874719_chr15:68204364-68218336	0
188776	chr15	67879095	67882363	chr15	69273491	69311529	0	0	1411781	8.81735291576999e-06	3.45010473645768e-06	chr15:67879095-67882363_chr15:69273491-69311529	0
188777	chr15	67883306	67897573	chr15	67966738	67970232	0	2	78045	0.00251439246694061	0.00159380619384253	chr15:67883306-67897573_chr15:67966738-67970232	2
188778	chr15	67883306	67897573	chr15	67996753	67998500	0	0	107187	4.20044795919509e-05	2.00649611648007e-05	chr15:67883306-67897573_chr15:67996753-67998500	0
188779	chr15	67883306	67897573	chr15	68021493	68030162	0	0	135388	0.00224740585592198	0.00141976410505107	chr15:67883306-67897573_chr15:68021493-68030162	0
188780	chr15	67883306	67897573	chr15	68053020	68057975	2	2	165058	0	0	chr15:67883306-67897573_chr15:68053020-68057975	4
188781	chr15	67883306	67897573	chr15	68112912	68116109	0	0	224071	2.0756466916036e-08	5.74931280361568e-09	chr15:67883306-67897573_chr15:68112912-68116109	0
188782	chr15	67883306	67897573	chr15	68148312	68150887	0	0	259160	1.80670656236661e-06	6.33660008242387e-07	chr15:67883306-67897573_chr15:68148312-68150887	0
188783	chr15	67883306	67897573	chr15	68195833	68201589	0	0	308271	0.000143554387531587	7.81024568115019e-05	chr15:67883306-67897573_chr15:68195833-68201589	0
188784	chr15	67883306	67897573	chr15	68225335	68231201	0	3	337828	0	0	chr15:67883306-67897573_chr15:68225335-68231201	3
188785	chr15	67883306	67897573	chr15	68235557	68241453	0	0	348065	0.000108901835049677	5.7751949273932e-05	chr15:67883306-67897573_chr15:68235557-68241453	0
188786	chr15	67883306	67897573	chr15	68270954	68284796	0	0	387435	6.0964468262235e-15	9.99200722162641e-16	chr15:67883306-67897573_chr15:68270954-68284796	0
188787	chr15	67883306	67897573	chr15	68812454	68823604	0	0	927589	4.22516253958871e-11	9.08106922992147e-12	chr15:67883306-67897573_chr15:68812454-68823604	0
188788	chr15	67914061	67920009	chr15	68053020	68057975	0	2	138462	0.00205835100199535	0.00129674615159159	chr15:67914061-67920009_chr15:68053020-68057975	2
188789	chr15	67921941	67925692	chr15	68204364	68218336	0	0	287533	0.000168110417299217	9.27064011223555e-05	chr15:67921941-67925692_chr15:68204364-68218336	0
188790	chr15	67966738	67970232	chr15	68053020	68057975	0	4	87012	0	0	chr15:67966738-67970232_chr15:68053020-68057975	4
188791	chr15	67966738	67970232	chr15	68112912	68116109	0	1	146025	3.0129438026847e-05	1.3806903213176e-05	chr15:67966738-67970232_chr15:68112912-68116109	1
188792	chr15	67966738	67970232	chr15	68148312	68150887	0	0	181114	0.000624911981489806	0.000375831264528559	chr15:67966738-67970232_chr15:68148312-68150887	0
188793	chr15	67966738	67970232	chr15	68185955	68189823	0	1	219404	2.46810886253271e-08	6.91275592323848e-09	chr15:67966738-67970232_chr15:68185955-68189823	1
188794	chr15	67966738	67970232	chr15	68225335	68231201	0	1	259783	0	0	chr15:67966738-67970232_chr15:68225335-68231201	1
188795	chr15	67966738	67970232	chr15	68270954	68284796	0	2	309390	1.21742220265238e-11	2.49689158238198e-12	chr15:67966738-67970232_chr15:68270954-68284796	2
188796	chr15	67966738	67970232	chr15	68812454	68823604	0	1	849544	5.93639043095143e-11	1.29327659692535e-11	chr15:67966738-67970232_chr15:68812454-68823604	1
188797	chr15	67980975	67985317	chr15	68270954	68284796	0	0	294729	0.000158302562884588	8.68428750850914e-05	chr15:67980975-67985317_chr15:68270954-68284796	0
188798	chr15	68014328	68017127	chr15	68986418	68992075	0	0	973519	1.58854304918179e-05	6.70923174039828e-06	chr15:68014328-68017127_chr15:68986418-68992075	0
188799	chr15	68021493	68030162	chr15	68329563	68343158	0	0	310533	0.000140812773750752	7.64855635997375e-05	chr15:68021493-68030162_chr15:68329563-68343158	0
188800	chr15	68053020	68057975	chr15	68112912	68116109	0	5	59013	0	0	chr15:68053020-68057975_chr15:68112912-68116109	5
188801	chr15	68053020	68057975	chr15	68148312	68150887	0	0	94102	2.23321738192559e-08	6.21538731593319e-09	chr15:68053020-68057975_chr15:68148312-68150887	0
188802	chr15	68053020	68057975	chr15	68185955	68189823	0	8	132391	0	0	chr15:68053020-68057975_chr15:68185955-68189823	8
188803	chr15	68053020	68057975	chr15	68204364	68218336	0	0	155852	2.52925308795661e-07	8.11359595065397e-08	chr15:68053020-68057975_chr15:68204364-68218336	0
188804	chr15	68053020	68057975	chr15	68225335	68231201	0	2	172770	0	0	chr15:68053020-68057975_chr15:68225335-68231201	2
188805	chr15	68053020	68057975	chr15	68270954	68284796	0	8	222377	0	0	chr15:68053020-68057975_chr15:68270954-68284796	8
188806	chr15	68053020	68057975	chr15	68297799	68300602	0	1	243703	0.000254568682107803	0.000144980500985104	chr15:68053020-68057975_chr15:68297799-68300602	1
188807	chr15	68053020	68057975	chr15	68329563	68343158	0	1	280863	0.000177808765500518	9.85042277839021e-05	chr15:68053020-68057975_chr15:68329563-68343158	1
188808	chr15	68053020	68057975	chr15	68420693	68435305	0	0	372501	5.04793480621127e-07	1.67744258927627e-07	chr15:68053020-68057975_chr15:68420693-68435305	0
188809	chr15	68053020	68057975	chr15	68484209	68489108	0	0	431161	7.02812011930706e-05	3.55996054600682e-05	chr15:68053020-68057975_chr15:68484209-68489108	0
188810	chr15	68053020	68057975	chr15	68576063	68609908	0	0	537488	4.63356540670266e-05	2.23807180990132e-05	chr15:68053020-68057975_chr15:68576063-68609908	0
188811	chr15	68053020	68057975	chr15	68613268	68617712	0	1	559992	4.29161279702117e-05	2.05517259678212e-05	chr15:68053020-68057975_chr15:68613268-68617712	1
188812	chr15	68053020	68057975	chr15	68619146	68624464	0	0	566307	4.16592565154401e-05	1.98797107552329e-05	chr15:68053020-68057975_chr15:68619146-68624464	0
188813	chr15	68053020	68057975	chr15	68648639	68657843	0	2	597743	2.29631483872974e-10	5.27364818481146e-11	chr15:68053020-68057975_chr15:68648639-68657843	2
188814	chr15	68053020	68057975	chr15	68812454	68823604	0	0	762531	0	0	chr15:68053020-68057975_chr15:68812454-68823604	0
188815	chr15	68053020	68057975	chr15	68873752	68877462	0	1	820109	4.7098905813372e-08	1.37144866574346e-08	chr15:68053020-68057975_chr15:68873752-68877462	1
188816	chr15	68053020	68057975	chr15	69156046	69163433	0	0	1104242	2.14243962776281e-08	5.94654370189573e-09	chr15:68053020-68057975_chr15:69156046-69163433	0
188817	chr15	68053020	68057975	chr15	69449680	69456227	0	0	1397456	8.53715214467601e-06	3.32729878138593e-06	chr15:68053020-68057975_chr15:69449680-69456227	0
188818	chr15	68112912	68116109	chr15	68225335	68231201	0	0	113757	0.000316996744717569	0.000183312184260709	chr15:68112912-68116109_chr15:68225335-68231201	0
188819	chr15	68112912	68116109	chr15	68255812	68259209	0	0	143000	0.0017261687389879	0.00108152087841806	chr15:68112912-68116109_chr15:68255812-68259209	0
188820	chr15	68112912	68116109	chr15	68270954	68284796	0	1	163364	1.51689647229183e-05	6.36810210696837e-06	chr15:68112912-68116109_chr15:68270954-68284796	1
188821	chr15	68112912	68116109	chr15	68576063	68609908	0	1	478475	2.25565046099093e-07	7.19073640631507e-08	chr15:68112912-68116109_chr15:68576063-68609908	1
188822	chr15	68112912	68116109	chr15	69156046	69163433	0	1	1045229	1.43742327548592e-05	5.99063030848335e-06	chr15:68112912-68116109_chr15:69156046-69163433	1
188823	chr15	68148312	68150887	chr15	68270954	68284796	0	0	128275	0.00311064524743931	0.00198318330802305	chr15:68148312-68150887_chr15:68270954-68284796	0
188824	chr15	68185955	68189823	chr15	68415821	68419989	0	2	230016	0.000301217548174526	0.000173622425530651	chr15:68185955-68189823_chr15:68415821-68419989	2
188825	chr15	68185955	68189823	chr15	68812454	68823604	0	1	630140	3.46766981917523e-05	1.61765164865546e-05	chr15:68185955-68189823_chr15:68812454-68823604	1
188826	chr15	68219346	68224608	chr15	69849903	69869555	0	0	1637752	6.41435134619667e-06	2.41609191609093e-06	chr15:68219346-68224608_chr15:69849903-69869555	0
188827	chr15	68225335	68231201	chr15	68270954	68284796	2	9	49607	0	0	chr15:68225335-68231201_chr15:68270954-68284796	11
188828	chr15	68225335	68231201	chr15	68420693	68435305	0	0	199731	5.64251916243894e-06	2.09323062216882e-06	chr15:68225335-68231201_chr15:68420693-68435305	0
188829	chr15	68225335	68231201	chr15	68478845	68481372	0	0	251840	0.000232428799116182	0.000131479935893686	chr15:68225335-68231201_chr15:68478845-68481372	0
188830	chr15	68225335	68231201	chr15	68527499	68532163	0	0	301563	0.000150136485573287	8.2003204145753e-05	chr15:68225335-68231201_chr15:68527499-68532163	0
188831	chr15	68225335	68231201	chr15	68558118	68562966	0	2	332274	2.7898580499634e-09	6.96924185028536e-10	chr15:68225335-68231201_chr15:68558118-68562966	2
188832	chr15	68225335	68231201	chr15	68576063	68609908	0	2	364717	0	0	chr15:68225335-68231201_chr15:68576063-68609908	2
188833	chr15	68225335	68231201	chr15	68613268	68617712	0	0	387222	8.74687923319678e-05	4.53528881282361e-05	chr15:68225335-68231201_chr15:68613268-68617712	0
188834	chr15	68225335	68231201	chr15	68619146	68624464	0	2	393537	4.10626375686357e-07	1.35019797897762e-07	chr15:68225335-68231201_chr15:68619146-68624464	2
188835	chr15	68225335	68231201	chr15	68648639	68657843	0	0	424973	7.1831220421509e-05	3.64731002093777e-05	chr15:68225335-68231201_chr15:68648639-68657843	0
188836	chr15	68225335	68231201	chr15	68676082	68688594	0	0	454070	6.350341789294e-05	3.18091045750091e-05	chr15:68225335-68231201_chr15:68676082-68688594	0
188837	chr15	68225335	68231201	chr15	68812454	68823604	0	0	589761	2.4049460902168e-10	5.53233014954913e-11	chr15:68225335-68231201_chr15:68812454-68823604	0
188838	chr15	68225335	68231201	chr15	68841217	68845447	0	0	615064	3.64123064336956e-05	1.70913110906223e-05	chr15:68225335-68231201_chr15:68841217-68845447	0
188839	chr15	68225335	68231201	chr15	68873752	68877462	0	0	647339	9.13376987003275e-08	2.76679869015695e-08	chr15:68225335-68231201_chr15:68873752-68877462	0
188840	chr15	68225335	68231201	chr15	68971864	68979568	0	0	747448	2.5966461573452e-05	1.16853648962634e-05	chr15:68225335-68231201_chr15:68971864-68979568	0
188841	chr15	68225335	68231201	chr15	69069156	69096430	0	1	854525	1.99528934087597e-05	8.68438244683301e-06	chr15:68225335-68231201_chr15:69069156-69096430	1
188842	chr15	68225335	68231201	chr15	69156046	69163433	0	0	931471	1.74654380290693e-05	7.46987071231775e-06	chr15:68225335-68231201_chr15:69156046-69163433	0
188843	chr15	68235557	68241453	chr15	68363848	68376881	0	0	131859	0.00265375007235917	0.00168477650320065	chr15:68235557-68241453_chr15:68363848-68376881	0
188844	chr15	68235557	68241453	chr15	68420693	68435305	0	0	189494	0.000543545125052088	0.000324613718413858	chr15:68235557-68241453_chr15:68420693-68435305	0
188845	chr15	68255812	68259209	chr15	68270954	68284796	3	11	20364	0	0	chr15:68255812-68259209_chr15:68270954-68284796	14
188846	chr15	68255812	68259209	chr15	68415821	68419989	0	2	160394	0.00101716089495695	0.000625287583523315	chr15:68255812-68259209_chr15:68415821-68419989	2
188847	chr15	68255812	68259209	chr15	68420693	68435305	1	0	170488	1.32397521013114e-05	5.46016614055844e-06	chr15:68255812-68259209_chr15:68420693-68435305	1
188848	chr15	68255812	68259209	chr15	68558118	68562966	0	0	303031	4.65130388638013e-09	1.18366549894944e-09	chr15:68255812-68259209_chr15:68558118-68562966	0
188849	chr15	68255812	68259209	chr15	68576063	68609908	0	1	335475	7.66613528906082e-07	2.59824702197875e-07	chr15:68255812-68259209_chr15:68576063-68609908	1
188850	chr15	68255812	68259209	chr15	68812454	68823604	0	0	560518	5.04384553661719e-13	9.38138455808257e-14	chr15:68255812-68259209_chr15:68812454-68823604	0
188851	chr15	68255812	68259209	chr15	68862407	68864682	0	0	606034	3.81041031598778e-05	1.79786802421145e-05	chr15:68255812-68259209_chr15:68862407-68864682	0
188852	chr15	68255812	68259209	chr15	68873752	68877462	0	0	618096	3.66392214666484e-05	1.72100350427362e-05	chr15:68255812-68259209_chr15:68873752-68877462	0
188853	chr15	68270954	68284796	chr15	68297799	68300602	0	6	21325	0	0	chr15:68270954-68284796_chr15:68297799-68300602	6
188854	chr15	68270954	68284796	chr15	68304615	68309369	0	6	29117	1.76368704979082e-08	4.83950890473039e-09	chr15:68270954-68284796_chr15:68304615-68309369	6
188855	chr15	68270954	68284796	chr15	68378562	68388742	0	0	105777	2.89326266755389e-06	1.0324648955784e-06	chr15:68270954-68284796_chr15:68378562-68388742	0
188856	chr15	68270954	68284796	chr15	68420693	68435305	1	1	150124	0	0	chr15:68270954-68284796_chr15:68420693-68435305	2
188857	chr15	68270954	68284796	chr15	68484209	68489108	0	0	208783	0.000394910159917491	0.000231593110380235	chr15:68270954-68284796_chr15:68484209-68489108	0
188858	chr15	68270954	68284796	chr15	68512890	68518596	0	0	237868	1.51922911220149e-08	4.13002632093651e-09	chr15:68270954-68284796_chr15:68512890-68518596	0
188859	chr15	68270954	68284796	chr15	68524319	68526842	0	0	247705	1.20473765510257e-08	3.23152626879875e-09	chr15:68270954-68284796_chr15:68524319-68526842	0
188860	chr15	68270954	68284796	chr15	68527499	68532163	0	2	251956	0	0	chr15:68270954-68284796_chr15:68527499-68532163	2
188861	chr15	68270954	68284796	chr15	68558118	68562966	1	2	282667	0	0	chr15:68270954-68284796_chr15:68558118-68562966	3
188862	chr15	68270954	68284796	chr15	68576063	68609908	1	5	315110	0	0	chr15:68270954-68284796_chr15:68576063-68609908	6
188863	chr15	68270954	68284796	chr15	68613268	68617712	0	1	337615	0	0	chr15:68270954-68284796_chr15:68613268-68617712	1
188864	chr15	68270954	68284796	chr15	68619146	68624464	0	2	343930	6.48653048191734e-12	1.29984911723113e-12	chr15:68270954-68284796_chr15:68619146-68624464	2
188865	chr15	68270954	68284796	chr15	68648639	68657843	0	3	375366	0	0	chr15:68270954-68284796_chr15:68648639-68657843	3
188866	chr15	68270954	68284796	chr15	68791683	68798536	0	0	517234	1.39863869458367e-15	2.22044604925031e-16	chr15:68270954-68284796_chr15:68791683-68798536	0
188867	chr15	68270954	68284796	chr15	68812454	68823604	1	4	540154	0	0	chr15:68270954-68284796_chr15:68812454-68823604	5
188868	chr15	68270954	68284796	chr15	68833399	68840567	0	0	559108	4.28125439525455e-05	2.04974966577787e-05	chr15:68270954-68284796_chr15:68833399-68840567	0
188869	chr15	68270954	68284796	chr15	68841217	68845447	0	1	565457	4.87572786006539e-13	9.05941988094128e-14	chr15:68270954-68284796_chr15:68841217-68845447	1
188870	chr15	68270954	68284796	chr15	68855629	68861537	0	1	580708	3.98738422431516e-05	1.8921470642308e-05	chr15:68270954-68284796_chr15:68855629-68861537	1
188871	chr15	68270954	68284796	chr15	68873752	68877462	1	2	597732	0	0	chr15:68270954-68284796_chr15:68873752-68877462	3
188872	chr15	68270954	68284796	chr15	69156046	69163433	0	0	881864	0	0	chr15:68270954-68284796_chr15:69156046-69163433	0
188873	chr15	68270954	68284796	chr15	69245322	69249378	0	0	969475	1.6050828149669e-05	6.78854660995931e-06	chr15:68270954-68284796_chr15:69245322-69249378	0
188874	chr15	68270954	68284796	chr15	69273491	69311529	0	0	1014635	1.54263780400617e-05	6.48996491725562e-06	chr15:68270954-68284796_chr15:69273491-69311529	0
188875	chr15	68270954	68284796	chr15	69321917	69331876	0	0	1049021	1.41677135430775e-05	5.89425043706626e-06	chr15:68270954-68284796_chr15:69321917-69331876	0
188876	chr15	68270954	68284796	chr15	69411808	69421014	0	1	1138536	1.58227326937252e-14	2.66453525910038e-15	chr15:68270954-68284796_chr15:69411808-69421014	1
188877	chr15	68270954	68284796	chr15	69449680	69456227	0	1	1175078	1.73811812962872e-08	4.76469685928294e-09	chr15:68270954-68284796_chr15:69449680-69456227	1
188878	chr15	68270954	68284796	chr15	70087055	70108467	0	1	1819886	5.3225529898108e-06	1.9604743093371e-06	chr15:68270954-68284796_chr15:70087055-70108467	1
188879	chr15	68297799	68300602	chr15	68420693	68435305	0	0	128798	1.87413982103299e-06	6.58335774117447e-07	chr15:68297799-68300602_chr15:68420693-68435305	0
188880	chr15	68297799	68300602	chr15	68558118	68562966	0	1	261341	9.056075735591e-09	2.38982433842239e-09	chr15:68297799-68300602_chr15:68558118-68562966	1
188881	chr15	68297799	68300602	chr15	68576063	68609908	0	0	293785	0	0	chr15:68297799-68300602_chr15:68576063-68609908	0
188882	chr15	68297799	68300602	chr15	68812454	68823604	0	0	518828	0	0	chr15:68297799-68300602_chr15:68812454-68823604	0
188883	chr15	68304615	68309369	chr15	68420693	68435305	0	3	121007	4.72813342402487e-06	1.71920823011096e-06	chr15:68304615-68309369_chr15:68420693-68435305	3
188884	chr15	68304615	68309369	chr15	68558118	68562966	0	0	253550	1.08607654433254e-08	2.89543922171731e-09	chr15:68304615-68309369_chr15:68558118-68562966	0
188885	chr15	68304615	68309369	chr15	68576063	68609908	0	1	285993	5.84418608499371e-14	1.02140518265514e-14	chr15:68304615-68309369_chr15:68576063-68609908	1
188886	chr15	68304615	68309369	chr15	68791683	68798536	0	0	488117	5.56612443070155e-05	2.74678838991793e-05	chr15:68304615-68309369_chr15:68791683-68798536	0
188887	chr15	68304615	68309369	chr15	68812454	68823604	0	2	511037	1.39863869458367e-15	2.22044604925031e-16	chr15:68304615-68309369_chr15:68812454-68823604	2
188888	chr15	68304615	68309369	chr15	68841217	68845447	0	1	536340	4.85227798919562e-05	2.35651643181178e-05	chr15:68304615-68309369_chr15:68841217-68845447	1
188889	chr15	68304615	68309369	chr15	68873752	68877462	0	1	568615	0	0	chr15:68304615-68309369_chr15:68873752-68877462	1
188890	chr15	68304615	68309369	chr15	69006565	69021206	0	0	706893	2.81570662624929e-05	1.27949683517148e-05	chr15:68304615-68309369_chr15:69006565-69021206	0
188891	chr15	68329563	68343158	chr15	68497661	68507778	0	0	166359	0.00089110150684586	0.000544758673841406	chr15:68329563-68343158_chr15:68497661-68507778	0
188892	chr15	68329563	68343158	chr15	68558118	68562966	0	1	224181	0.000319729116258674	0.000185009346247433	chr15:68329563-68343158_chr15:68558118-68562966	1
188893	chr15	68329563	68343158	chr15	68576063	68609908	0	1	256625	1.00934832372169e-08	2.67994471059296e-09	chr15:68329563-68343158_chr15:68576063-68609908	1
188894	chr15	68329563	68343158	chr15	68812454	68823604	0	2	481668	1.39863869458367e-15	2.22044604925031e-16	chr15:68329563-68343158_chr15:68812454-68823604	2
188895	chr15	68329563	68343158	chr15	68873752	68877462	0	1	539246	1.55877552667357e-07	4.8677474495662e-08	chr15:68329563-68343158_chr15:68873752-68877462	1
188896	chr15	68347774	68353019	chr15	68497661	68507778	0	0	152323	0.00141679856552231	0.00088193606975584	chr15:68347774-68353019_chr15:68497661-68507778	0
188897	chr15	68363848	68376881	chr15	68378562	68388742	0	0	13287	0.000753845923230874	0.000457512288685624	chr15:68363848-68376881_chr15:68378562-68388742	0
188898	chr15	68363848	68376881	chr15	68491399	68494803	0	0	122736	0.00432448571443779	0.0027798046350318	chr15:68363848-68376881_chr15:68491399-68494803	0
188899	chr15	68363848	68376881	chr15	68497661	68507778	0	0	132355	1.52737406114082e-06	5.32291491772696e-07	chr15:68363848-68376881_chr15:68497661-68507778	0
188900	chr15	68363848	68376881	chr15	68543056	68546409	0	0	174368	1.17074043322524e-05	4.7512872186628e-06	chr15:68363848-68376881_chr15:68543056-68546409	0
188901	chr15	68363848	68376881	chr15	68775047	68777277	0	0	405797	7.96199432541941e-05	4.08811782726115e-05	chr15:68363848-68376881_chr15:68775047-68777277	0
188902	chr15	68363848	68376881	chr15	69273491	69311529	0	0	922145	1.86717762359586e-05	8.05480885823773e-06	chr15:68363848-68376881_chr15:69273491-69311529	0
188903	chr15	68378562	68388742	chr15	68497661	68507778	0	0	119067	0.00588838063583001	0.00381223469199521	chr15:68378562-68388742_chr15:68497661-68507778	0
188904	chr15	68378562	68388742	chr15	68576063	68609908	1	0	209333	4.79069686941641e-06	1.7443301024711e-06	chr15:68378562-68388742_chr15:68576063-68609908	1
188905	chr15	68378562	68388742	chr15	68812454	68823604	1	0	434377	6.99057832503028e-05	3.53897514862034e-05	chr15:68378562-68388742_chr15:68812454-68823604	1
188906	chr15	68378562	68388742	chr15	68855629	68861537	0	0	474931	5.92337350572561e-05	2.94365117421425e-05	chr15:68378562-68388742_chr15:68855629-68861537	0
188907	chr15	68415821	68419989	chr15	68420693	68435305	0	6	10094	1.72326537433869e-05	7.35712180932602e-06	chr15:68415821-68419989_chr15:68420693-68435305	6
188908	chr15	68415821	68419989	chr15	68527499	68532163	0	0	111926	0.00950440608606784	0.00621375342513075	chr15:68415821-68419989_chr15:68527499-68532163	0
188909	chr15	68415821	68419989	chr15	68576063	68609908	0	0	175080	0.000708911447641877	0.000428978215343712	chr15:68415821-68419989_chr15:68576063-68609908	0
188910	chr15	68420693	68435305	chr15	68524319	68526842	0	0	97581	1.30436863629517e-06	4.51839395343434e-07	chr15:68420693-68435305_chr15:68524319-68526842	0
188911	chr15	68420693	68435305	chr15	68527499	68532163	0	0	101832	6.5462477193189e-07	2.2016458600671e-07	chr15:68420693-68435305_chr15:68527499-68532163	0
188912	chr15	68420693	68435305	chr15	68550409	68552145	0	0	123278	0.00412621937522641	0.00264919034371269	chr15:68420693-68435305_chr15:68550409-68552145	0
188913	chr15	68420693	68435305	chr15	68558118	68562966	1	0	132543	1.32137617963301e-06	4.57979051127211e-07	chr15:68420693-68435305_chr15:68558118-68562966	1
188914	chr15	68420693	68435305	chr15	68576063	68609908	1	0	164986	9.83539665675925e-12	2.00162109109669e-12	chr15:68420693-68435305_chr15:68576063-68609908	1
188915	chr15	68420693	68435305	chr15	68619146	68624464	0	1	193806	5.15261794364238e-08	1.50834764678365e-08	chr15:68420693-68435305_chr15:68619146-68624464	1
188916	chr15	68420693	68435305	chr15	68698644	68706987	0	1	274816	2.86046807491154e-11	6.05582251012038e-12	chr15:68420693-68435305_chr15:68698644-68706987	1
188917	chr15	68420693	68435305	chr15	68812454	68823604	0	2	390030	0	0	chr15:68420693-68435305_chr15:68812454-68823604	2
188918	chr15	68420693	68435305	chr15	68841217	68845447	0	0	415333	7.98032738631314e-05	4.09859887617881e-05	chr15:68420693-68435305_chr15:68841217-68845447	0
188919	chr15	68420693	68435305	chr15	68873752	68877462	0	0	447608	2.75611458592912e-15	4.44089209850063e-16	chr15:68420693-68435305_chr15:68873752-68877462	0
188920	chr15	68420693	68435305	chr15	69156046	69163433	0	0	731740	2.76015510835475e-05	1.2512547645227e-05	chr15:68420693-68435305_chr15:69156046-69163433	0
188921	chr15	68444748	68446559	chr15	68812454	68823604	0	0	372375	9.69858809489784e-05	5.0823497737662e-05	chr15:68444748-68446559_chr15:68812454-68823604	0
188922	chr15	68484209	68489108	chr15	68812454	68823604	0	0	331370	0.000121233141245316	6.4951387568235e-05	chr15:68484209-68489108_chr15:68812454-68823604	0
188923	chr15	68484209	68489108	chr15	69273491	69311529	0	0	805851	2.30061114326605e-05	1.0193762667976e-05	chr15:68484209-68489108_chr15:69273491-69311529	0
188924	chr15	68497661	68507778	chr15	69069156	69096430	0	0	580073	4.15217181667471e-05	1.98057923073147e-05	chr15:68497661-68507778_chr15:69069156-69096430	0
188925	chr15	68512890	68518596	chr15	68812454	68823604	0	0	302286	0.000149788940255506	8.17950926212951e-05	chr15:68512890-68518596_chr15:68812454-68823604	0
188926	chr15	68512890	68518596	chr15	68833399	68840567	0	0	321240	0.000131355435582814	7.09057856245199e-05	chr15:68512890-68518596_chr15:68833399-68840567	0
188927	chr15	68524319	68526842	chr15	68812454	68823604	0	0	292448	0.000161082037204866	8.85045527045936e-05	chr15:68524319-68526842_chr15:68812454-68823604	0
188928	chr15	68527499	68532163	chr15	68698644	68706987	0	0	172984	0.000757293559498985	0.000459714897957708	chr15:68527499-68532163_chr15:68698644-68706987	0
188929	chr15	68527499	68532163	chr15	68812454	68823604	0	0	288198	0.000167004784268285	9.20437594371659e-05	chr15:68527499-68532163_chr15:68812454-68823604	0
188930	chr15	68527499	68532163	chr15	68873752	68877462	0	0	345776	6.35969513071838e-07	2.13602268317459e-07	chr15:68527499-68532163_chr15:68873752-68877462	0
188931	chr15	68527499	68532163	chr15	69156046	69163433	0	0	629908	3.52065641708448e-05	1.64550209496017e-05	chr15:68527499-68532163_chr15:69156046-69163433	0
188932	chr15	68527499	68532163	chr15	69273491	69311529	0	0	762679	2.54088276554787e-05	1.1402030225538e-05	chr15:68527499-68532163_chr15:69273491-69311529	0
188933	chr15	68543056	68546409	chr15	68676082	68688594	0	0	137605	4.96036240517322e-05	2.41529602447166e-05	chr15:68543056-68546409_chr15:68676082-68688594	0
188934	chr15	68543056	68546409	chr15	68812454	68823604	0	0	273296	0.000194582441187313	0.000108596982547282	chr15:68543056-68546409_chr15:68812454-68823604	0
188935	chr15	68543056	68546409	chr15	69006565	69021206	0	0	469153	6.11379899655054e-05	3.04922082967618e-05	chr15:68543056-68546409_chr15:69006565-69021206	0
188936	chr15	68550409	68552145	chr15	68676082	68688594	0	0	131061	6.83561407512327e-05	3.45190727915057e-05	chr15:68550409-68552145_chr15:68676082-68688594	0
188937	chr15	68550409	68552145	chr15	68690230	68695447	0	0	141561	0.00179419385917018	0.00112537152730696	chr15:68550409-68552145_chr15:68690230-68695447	0
188938	chr15	68553092	68555938	chr15	68666384	68671296	0	0	114325	0.00773772940544626	0.00503881549225427	chr15:68553092-68555938_chr15:68666384-68671296	0
188939	chr15	68553092	68555938	chr15	68698644	68706987	0	0	148300	0.00144244206341805	0.000898399931829275	chr15:68553092-68555938_chr15:68698644-68706987	0
188940	chr15	68553092	68555938	chr15	68791683	68798536	0	0	240594	2.47227563278714e-06	8.77133469745495e-07	chr15:68553092-68555938_chr15:68791683-68798536	0
188941	chr15	68553092	68555938	chr15	68812454	68823604	0	0	263514	0.000207963334472199	0.000116674670811334	chr15:68553092-68555938_chr15:68812454-68823604	0
188942	chr15	68553092	68555938	chr15	68873752	68877462	0	0	321092	8.22244896891486e-07	2.79552069271105e-07	chr15:68553092-68555938_chr15:68873752-68877462	0
188943	chr15	68558118	68562966	chr15	68576063	68609908	1	22	32443	0	0	chr15:68558118-68562966_chr15:68576063-68609908	23
188944	chr15	68558118	68562966	chr15	68648639	68657843	0	5	92699	0.000232617517561807	0.000131597065520017	chr15:68558118-68562966_chr15:68648639-68657843	5
188945	chr15	68558118	68562966	chr15	68676082	68688594	0	0	121796	0.000138583839556508	7.5173363662806e-05	chr15:68558118-68562966_chr15:68676082-68688594	0
188946	chr15	68558118	68562966	chr15	68698644	68706987	0	4	142273	0	0	chr15:68558118-68562966_chr15:68698644-68706987	4
188947	chr15	68558118	68562966	chr15	68791683	68798536	0	0	234567	0.000282199906962953	0.000161912668642517	chr15:68558118-68562966_chr15:68791683-68798536	0
188948	chr15	68558118	68562966	chr15	68812454	68823604	2	12	257487	0	0	chr15:68558118-68562966_chr15:68812454-68823604	14
188949	chr15	68558118	68562966	chr15	68841217	68845447	0	1	282790	6.33849836886757e-14	1.11022302462516e-14	chr15:68558118-68562966_chr15:68841217-68845447	1
188950	chr15	68558118	68562966	chr15	68862407	68864682	1	0	303002	0.000148789528609776	8.12067308446629e-05	chr15:68558118-68562966_chr15:68862407-68864682	1
188951	chr15	68558118	68562966	chr15	68873752	68877462	0	7	315065	0	0	chr15:68558118-68562966_chr15:68873752-68877462	7
