chr.x	start.x	end.x	name	score	value	exp	color	sourceChrom	sourceStart	sourceEnd	sourceName	sourceStrand	targetChrom	targetStart	targetEnd	targetName	targetStrand
189750	chr15	70698451	70704175	Chaitali_2029	6	20	common	#a0a0a0	chr15	70698451	70704175	anchor1	+	chr15	70760717	70768479	anchor2	+
189753	chr15	70698451	70704175	Chaitali_2030	1	20	GB.specific	#e31a1c	chr15	70698451	70704175	anchor1	+	chr15	70851054	70857853	anchor2	+
189761	chr15	70760717	70768479	Chaitali_2031	8	20	common	#a0a0a0	chr15	70760717	70768479	anchor1	+	chr15	70851054	70857853	anchor2	+
189764	chr15	70760717	70768479	Chaitali_2032	5	20	GB.specific	#e31a1c	chr15	70760717	70768479	anchor1	+	chr15	70889778	70894935	anchor2	+
189767	chr15	70760717	70768479	Chaitali_2033	1	20	GB.specific	#e31a1c	chr15	70760717	70768479	anchor1	+	chr15	72115439	72120587	anchor2	+
189769	chr15	70760717	70768479	Chaitali_2034	3	20	GB.specific	#e31a1c	chr15	70760717	70768479	anchor1	+	chr15	72219677	72233773	anchor2	+
189775	chr15	70851054	70857853	Chaitali_2035	11	20	GB.specific	#e31a1c	chr15	70851054	70857853	anchor1	+	chr15	70889778	70894935	anchor2	+
189776	chr15	70851054	70857853	Chaitali_2036	2	10.4693011799946	GB.specific	#e31a1c	chr15	70851054	70857853	anchor1	+	chr15	71113727	71123675	anchor2	+
189780	chr15	70851054	70857853	Chaitali_2037	1	5.01367814135157	GB.specific	#e31a1c	chr15	70851054	70857853	anchor1	+	chr15	72154423	72157444	anchor2	+
189781	chr15	70851054	70857853	Chaitali_2038	2	20	GB.specific	#e31a1c	chr15	70851054	70857853	anchor1	+	chr15	72219677	72233773	anchor2	+
189782	chr15	70851054	70857853	Chaitali_2039	1	7.9831184234024	hAstro.specific	#1f78b4	chr15	70851054	70857853	anchor1	+	chr15	72268902	72274479	anchor2	+
189787	chr15	70889778	70894935	Chaitali_2040	7	20	GB.specific	#e31a1c	chr15	70889778	70894935	anchor1	+	chr15	71113727	71123675	anchor2	+
189788	chr15	70889778	70894935	Chaitali_2041	1	4.75360488562015	hAstro.specific	#1f78b4	chr15	70889778	70894935	anchor1	+	chr15	71805399	71818542	anchor2	+
189790	chr15	70889778	70894935	Chaitali_2042	1	4.99188805312037	GB.specific	#e31a1c	chr15	70889778	70894935	anchor1	+	chr15	72154423	72157444	anchor2	+
189791	chr15	70889778	70894935	Chaitali_2043	1	5.03303255324607	GB.specific	#e31a1c	chr15	70889778	70894935	anchor1	+	chr15	72219677	72233773	anchor2	+
189800	chr15	71113727	71123675	Chaitali_2044	1	5.0355656829938	GB.specific	#e31a1c	chr15	71113727	71123675	anchor1	+	chr15	72470803	72482338	anchor2	+
189801	chr15	71113727	71123675	Chaitali_2045	1	5.12808062471227	GB.specific	#e31a1c	chr15	71113727	71123675	anchor1	+	chr15	72635129	72650131	anchor2	+
189816	chr15	71744869	71753146	Chaitali_2046	2	6.43013208879464	hAstro.specific	#1f78b4	chr15	71744869	71753146	anchor1	+	chr15	72154423	72157444	anchor2	+
189821	chr15	71805399	71818542	Chaitali_2047	1	3.83525844836916	hAstro.specific	#1f78b4	chr15	71805399	71818542	anchor1	+	chr15	72115439	72120587	anchor2	+
189829	chr15	72115439	72120587	Chaitali_2048	17	20	common	#a0a0a0	chr15	72115439	72120587	anchor1	+	chr15	72154423	72157444	anchor2	+
189831	chr15	72115439	72120587	Chaitali_2049	6	20	common	#a0a0a0	chr15	72115439	72120587	anchor1	+	chr15	72219677	72233773	anchor2	+
189833	chr15	72115439	72120587	Chaitali_2050	1	20	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	72268902	72274479	anchor2	+
189834	chr15	72115439	72120587	Chaitali_2051	5	20	common	#a0a0a0	chr15	72115439	72120587	anchor1	+	chr15	72311427	72321771	anchor2	+
189835	chr15	72115439	72120587	Chaitali_2052	2	5.58946187196395	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	72356536	72360671	anchor2	+
189836	chr15	72115439	72120587	Chaitali_2053	1	20	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	72373418	72377860	anchor2	+
189838	chr15	72115439	72120587	Chaitali_2054	1	20	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	72470803	72482338	anchor2	+
189842	chr15	72115439	72120587	Chaitali_2055	2	5.11116784557187	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	73600567	73602992	anchor2	+
189844	chr15	72115439	72120587	Chaitali_2056	1	20	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	73682839	73690187	anchor2	+
189845	chr15	72115439	72120587	Chaitali_2057	1	8.25088285949217	GB.specific	#e31a1c	chr15	72115439	72120587	anchor1	+	chr15	73918179	73942562	anchor2	+
189846	chr15	72115439	72120587	Chaitali_2058	1	8.31795321149387	hAstro.specific	#1f78b4	chr15	72115439	72120587	anchor1	+	chr15	73980433	74001365	anchor2	+
189848	chr15	72154423	72157444	Chaitali_2059	4	5.33280173860181	GB.specific	#e31a1c	chr15	72154423	72157444	anchor1	+	chr15	72219677	72233773	anchor2	+
189849	chr15	72154423	72157444	Chaitali_2060	1	3.60073785525147	GB.specific	#e31a1c	chr15	72154423	72157444	anchor1	+	chr15	72268902	72274479	anchor2	+
189853	chr15	72154423	72157444	Chaitali_2061	2	6.08001567352611	GB.specific	#e31a1c	chr15	72154423	72157444	anchor1	+	chr15	72470803	72482338	anchor2	+
189854	chr15	72178092	72186349	Chaitali_2062	4	14.5597027305227	GB.specific	#e31a1c	chr15	72178092	72186349	anchor1	+	chr15	72219677	72233773	anchor2	+
189859	chr15	72178092	72186349	Chaitali_2063	1	6.72237703161806	hAstro.specific	#1f78b4	chr15	72178092	72186349	anchor1	+	chr15	72683338	72689207	anchor2	+
189861	chr15	72191932	72203948	Chaitali_2064	9	20	common	#a0a0a0	chr15	72191932	72203948	anchor1	+	chr15	72219677	72233773	anchor2	+
189862	chr15	72191932	72203948	Chaitali_2065	2	2.56514844059812	GB.specific	#e31a1c	chr15	72191932	72203948	anchor1	+	chr15	72268902	72274479	anchor2	+
189863	chr15	72191932	72203948	Chaitali_2066	1	3.73747854584095	hAstro.specific	#1f78b4	chr15	72191932	72203948	anchor1	+	chr15	72311427	72321771	anchor2	+
189864	chr15	72191932	72203948	Chaitali_2067	1	9.17202089564521	GB.specific	#e31a1c	chr15	72191932	72203948	anchor1	+	chr15	72373418	72377860	anchor2	+
189867	chr15	72219677	72233773	Chaitali_2068	33	20	common	#a0a0a0	chr15	72219677	72233773	anchor1	+	chr15	72234795	72238819	anchor2	+
189868	chr15	72219677	72233773	Chaitali_2069	19	20	common	#a0a0a0	chr15	72219677	72233773	anchor1	+	chr15	72268902	72274479	anchor2	+
189869	chr15	72219677	72233773	Chaitali_2070	9	20	common	#a0a0a0	chr15	72219677	72233773	anchor1	+	chr15	72311427	72321771	anchor2	+
189872	chr15	72219677	72233773	Chaitali_2071	2	4.18367676857972	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	72356536	72360671	anchor2	+
189873	chr15	72219677	72233773	Chaitali_2072	5	20	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	72373418	72377860	anchor2	+
189877	chr15	72219677	72233773	Chaitali_2073	6	20	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	72470803	72482338	anchor2	+
189878	chr15	72219677	72233773	Chaitali_2074	1	11.6446961833041	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	72635129	72650131	anchor2	+
189879	chr15	72219677	72233773	Chaitali_2075	3	20	common	#a0a0a0	chr15	72219677	72233773	anchor1	+	chr15	72683338	72689207	anchor2	+
189880	chr15	72219677	72233773	Chaitali_2076	1	20	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	72781374	72787257	anchor2	+
189882	chr15	72219677	72233773	Chaitali_2077	2	20	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	73049043	73054697	anchor2	+
189883	chr15	72219677	72233773	Chaitali_2078	1	20	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	73628583	73635291	anchor2	+
189885	chr15	72219677	72233773	Chaitali_2079	1	5.13524140130241	GB.specific	#e31a1c	chr15	72219677	72233773	anchor1	+	chr15	73746234	73754386	anchor2	+
189888	chr15	72219677	72233773	Chaitali_2080	1	20	hAstro.specific	#1f78b4	chr15	72219677	72233773	anchor1	+	chr15	73980433	74001365	anchor2	+
189892	chr15	72234795	72238819	Chaitali_2081	5	12.6076902037525	GB.specific	#e31a1c	chr15	72234795	72238819	anchor1	+	chr15	72268902	72274479	anchor2	+
189896	chr15	72234795	72238819	Chaitali_2082	1	9.13024465519083	GB.specific	#e31a1c	chr15	72234795	72238819	anchor1	+	chr15	72683338	72689207	anchor2	+
189899	chr15	72268902	72274479	Chaitali_2083	5	7.12072121820203	common	#a0a0a0	chr15	72268902	72274479	anchor1	+	chr15	72311427	72321771	anchor2	+
189900	chr15	72268902	72274479	Chaitali_2084	3	20	common	#a0a0a0	chr15	72268902	72274479	anchor1	+	chr15	72373418	72377860	anchor2	+
189902	chr15	72268902	72274479	Chaitali_2085	2	20	GB.specific	#e31a1c	chr15	72268902	72274479	anchor1	+	chr15	72470803	72482338	anchor2	+
189903	chr15	72268902	72274479	Chaitali_2086	2	6.29811598589252	GB.specific	#e31a1c	chr15	72268902	72274479	anchor1	+	chr15	72635129	72650131	anchor2	+
189904	chr15	72268902	72274479	Chaitali_2087	1	20	GB.specific	#e31a1c	chr15	72268902	72274479	anchor1	+	chr15	72683338	72689207	anchor2	+
189905	chr15	72268902	72274479	Chaitali_2088	1	6.73973240708871	GB.specific	#e31a1c	chr15	72268902	72274479	anchor1	+	chr15	72781374	72787257	anchor2	+
189910	chr15	72311427	72321771	Chaitali_2089	2	20	GB.specific	#e31a1c	chr15	72311427	72321771	anchor1	+	chr15	72373418	72377860	anchor2	+
189913	chr15	72311427	72321771	Chaitali_2090	9	20	common	#a0a0a0	chr15	72311427	72321771	anchor1	+	chr15	72470803	72482338	anchor2	+
189915	chr15	72311427	72321771	Chaitali_2091	1	3.98087216751176	GB.specific	#e31a1c	chr15	72311427	72321771	anchor1	+	chr15	72669285	72672524	anchor2	+
189916	chr15	72311427	72321771	Chaitali_2092	8	20	GB.specific	#e31a1c	chr15	72311427	72321771	anchor1	+	chr15	72683338	72689207	anchor2	+
189923	chr15	72311427	72321771	Chaitali_2093	1	11.3392486590885	hAstro.specific	#1f78b4	chr15	72311427	72321771	anchor1	+	chr15	73980433	74001365	anchor2	+
189928	chr15	72356536	72360671	Chaitali_2094	16	10.7776165169524	GB.specific	#e31a1c	chr15	72356536	72360671	anchor1	+	chr15	72373418	72377860	anchor2	+
189929	chr15	72356536	72360671	Chaitali_2095	5	10.3690596544439	GB.specific	#e31a1c	chr15	72356536	72360671	anchor1	+	chr15	72470803	72482338	anchor2	+
189930	chr15	72356536	72360671	Chaitali_2096	2	6.03921970745076	GB.specific	#e31a1c	chr15	72356536	72360671	anchor1	+	chr15	72669285	72672524	anchor2	+
189931	chr15	72373418	72377860	Chaitali_2097	10	20	common	#a0a0a0	chr15	72373418	72377860	anchor1	+	chr15	72470803	72482338	anchor2	+
189932	chr15	72373418	72377860	Chaitali_2098	2	8.07574898081869	GB.specific	#e31a1c	chr15	72373418	72377860	anchor1	+	chr15	72635129	72650131	anchor2	+
189933	chr15	72373418	72377860	Chaitali_2099	5	20	common	#a0a0a0	chr15	72373418	72377860	anchor1	+	chr15	72683338	72689207	anchor2	+
189935	chr15	72373418	72377860	Chaitali_2100	1	4.13196765454382	GB.specific	#e31a1c	chr15	72373418	72377860	anchor1	+	chr15	72795582	72800529	anchor2	+
189938	chr15	72373418	72377860	Chaitali_2101	1	13.9989380082335	GB.specific	#e31a1c	chr15	72373418	72377860	anchor1	+	chr15	73628583	73635291	anchor2	+
189948	chr15	72470803	72482338	Chaitali_2102	2	20	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	72635129	72650131	anchor2	+
189949	chr15	72470803	72482338	Chaitali_2103	2	7.30044670493213	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	72669285	72672524	anchor2	+
189950	chr15	72470803	72482338	Chaitali_2104	5	20	common	#a0a0a0	chr15	72470803	72482338	anchor1	+	chr15	72683338	72689207	anchor2	+
189951	chr15	72470803	72482338	Chaitali_2105	3	20	common	#a0a0a0	chr15	72470803	72482338	anchor1	+	chr15	72781374	72787257	anchor2	+
189952	chr15	72470803	72482338	Chaitali_2106	4	20	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	73049043	73054697	anchor2	+
189955	chr15	72470803	72482338	Chaitali_2107	1	5.07546251168627	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	73896226	73905417	anchor2	+
189957	chr15	72470803	72482338	Chaitali_2108	1	11.1554134217347	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	73980433	74001365	anchor2	+
189958	chr15	72470803	72482338	Chaitali_2109	1	20	GB.specific	#e31a1c	chr15	72470803	72482338	anchor1	+	chr15	74070405	74109613	anchor2	+
189963	chr15	72635129	72650131	Chaitali_2110	4	20	common	#a0a0a0	chr15	72635129	72650131	anchor1	+	chr15	74070405	74109613	anchor2	+
189966	chr15	72669285	72672524	Chaitali_2111	1	4.04607537153027	GB.specific	#e31a1c	chr15	72669285	72672524	anchor1	+	chr15	73049043	73054697	anchor2	+
189967	chr15	72669285	72672524	Chaitali_2112	1	5.06440142092137	GB.specific	#e31a1c	chr15	72669285	72672524	anchor1	+	chr15	74070405	74109613	anchor2	+
189968	chr15	72683338	72689207	Chaitali_2113	2	20	GB.specific	#e31a1c	chr15	72683338	72689207	anchor1	+	chr15	72781374	72787257	anchor2	+
189970	chr15	72683338	72689207	Chaitali_2114	5	20	common	#a0a0a0	chr15	72683338	72689207	anchor1	+	chr15	73049043	73054697	anchor2	+
189973	chr15	72683338	72689207	Chaitali_2115	1	10.9250621840248	hAstro.specific	#1f78b4	chr15	72683338	72689207	anchor1	+	chr15	73980433	74001365	anchor2	+
189977	chr15	72781374	72787257	Chaitali_2116	3	7.06702509477863	GB.specific	#e31a1c	chr15	72781374	72787257	anchor1	+	chr15	72795582	72800529	anchor2	+
189979	chr15	72781374	72787257	Chaitali_2117	6	20	GB.specific	#e31a1c	chr15	72781374	72787257	anchor1	+	chr15	73049043	73054697	anchor2	+
189981	chr15	72781374	72787257	Chaitali_2118	1	20	GB.specific	#e31a1c	chr15	72781374	72787257	anchor1	+	chr15	73628583	73635291	anchor2	+
189983	chr15	72781374	72787257	Chaitali_2119	1	4.79029383692774	hAstro.specific	#1f78b4	chr15	72781374	72787257	anchor1	+	chr15	73746234	73754386	anchor2	+
189985	chr15	72781374	72787257	Chaitali_2120	1	4.95396098114381	hAstro.specific	#1f78b4	chr15	72781374	72787257	anchor1	+	chr15	73980433	74001365	anchor2	+
189986	chr15	72781374	72787257	Chaitali_2121	1	7.84895191221388	GB.specific	#e31a1c	chr15	72781374	72787257	anchor1	+	chr15	74070405	74109613	anchor2	+
189988	chr15	72795582	72800529	Chaitali_2122	1	20	hAstro.specific	#1f78b4	chr15	72795582	72800529	anchor1	+	chr15	73049043	73054697	anchor2	+
189996	chr15	72871155	72877463	Chaitali_2123	3	7.0387318986922	hAstro.specific	#1f78b4	chr15	72871155	72877463	anchor1	+	chr15	73049043	73054697	anchor2	+
190002	chr15	73049043	73054697	Chaitali_2124	3	20	GB.specific	#e31a1c	chr15	73049043	73054697	anchor1	+	chr15	73628583	73635291	anchor2	+
190003	chr15	73049043	73054697	Chaitali_2125	1	20	GB.specific	#e31a1c	chr15	73049043	73054697	anchor1	+	chr15	73682839	73690187	anchor2	+
190006	chr15	73049043	73054697	Chaitali_2126	1	4.85984839022908	GB.specific	#e31a1c	chr15	73049043	73054697	anchor1	+	chr15	74124032	74138422	anchor2	+
190007	chr15	73049043	73054697	Chaitali_2127	1	14.3875043685139	GB.specific	#e31a1c	chr15	73049043	73054697	anchor1	+	chr15	74537883	74543900	anchor2	+
190018	chr15	73313890	73351866	Chaitali_2128	3	8.3289811924375	common	#a0a0a0	chr15	73313890	73351866	anchor1	+	chr15	73628583	73635291	anchor2	+
190028	chr15	73363853	73371732	Chaitali_2129	3	8.02485137717032	GB.specific	#e31a1c	chr15	73363853	73371732	anchor1	+	chr15	73628583	73635291	anchor2	+
190029	chr15	73363853	73371732	Chaitali_2130	1	10.9498093854846	hAstro.specific	#1f78b4	chr15	73363853	73371732	anchor1	+	chr15	73682839	73690187	anchor2	+
190030	chr15	73363853	73371732	Chaitali_2131	3	9.43079981092126	common	#a0a0a0	chr15	73363853	73371732	anchor1	+	chr15	73918179	73942562	anchor2	+
190035	chr15	73600567	73602992	Chaitali_2132	6	2.05911037083223	GB.specific	#e31a1c	chr15	73600567	73602992	anchor1	+	chr15	73628583	73635291	anchor2	+
190036	chr15	73628583	73635291	Chaitali_2133	19	20	common	#a0a0a0	chr15	73628583	73635291	anchor1	+	chr15	73682839	73690187	anchor2	+
190038	chr15	73628583	73635291	Chaitali_2134	1	20	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	73746234	73754386	anchor2	+
190045	chr15	73628583	73635291	Chaitali_2135	1	13.7506060827428	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	73963751	73967407	anchor2	+
190046	chr15	73628583	73635291	Chaitali_2136	1	20	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	73980433	74001365	anchor2	+
190049	chr15	73628583	73635291	Chaitali_2137	1	9.28608145647612	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	74124032	74138422	anchor2	+
190050	chr15	73628583	73635291	Chaitali_2138	1	4.56890707696073	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	74364388	74367863	anchor2	+
190052	chr15	73628583	73635291	Chaitali_2139	2	7.78907589985944	GB.specific	#e31a1c	chr15	73628583	73635291	anchor1	+	chr15	74831266	74844838	anchor2	+
190055	chr15	73682839	73690187	Chaitali_2140	5	20	hAstro.specific	#1f78b4	chr15	73682839	73690187	anchor1	+	chr15	73694321	73698585	anchor2	+
190056	chr15	73682839	73690187	Chaitali_2141	2	5.77386847888287	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	73746234	73754386	anchor2	+
190060	chr15	73682839	73690187	Chaitali_2142	3	12.2244773978134	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	73896226	73905417	anchor2	+
190062	chr15	73682839	73690187	Chaitali_2143	8	20	common	#a0a0a0	chr15	73682839	73690187	anchor1	+	chr15	73918179	73942562	anchor2	+
190064	chr15	73682839	73690187	Chaitali_2144	3	10.6402818001303	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	73963751	73967407	anchor2	+
190065	chr15	73682839	73690187	Chaitali_2145	3	20	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	73980433	74001365	anchor2	+
190075	chr15	73682839	73690187	Chaitali_2146	1	4.88794520699371	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	74780374	74795682	anchor2	+
190079	chr15	73682839	73690187	Chaitali_2147	1	5.20466306214463	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	75345837	75365487	anchor2	+
190081	chr15	73682839	73690187	Chaitali_2148	1	11.6105502464378	GB.specific	#e31a1c	chr15	73682839	73690187	anchor1	+	chr15	75645619	75654408	anchor2	+
190083	chr15	73694321	73698585	Chaitali_2149	1	6.49894195485468	hAstro.specific	#1f78b4	chr15	73694321	73698585	anchor1	+	chr15	74124032	74138422	anchor2	+
190096	chr15	73746234	73754386	Chaitali_2150	1	10.5224891513781	GB.specific	#e31a1c	chr15	73746234	73754386	anchor1	+	chr15	73896226	73905417	anchor2	+
190097	chr15	73746234	73754386	Chaitali_2151	1	13.7667790103492	GB.specific	#e31a1c	chr15	73746234	73754386	anchor1	+	chr15	73918179	73942562	anchor2	+
190116	chr15	73896226	73905417	Chaitali_2152	1	3.50513140186726	GB.specific	#e31a1c	chr15	73896226	73905417	anchor1	+	chr15	74124032	74138422	anchor2	+
190118	chr15	73918179	73942562	Chaitali_2153	3	20	common	#a0a0a0	chr15	73918179	73942562	anchor1	+	chr15	73980433	74001365	anchor2	+
190120	chr15	73918179	73942562	Chaitali_2154	1	4.68520492691915	GB.specific	#e31a1c	chr15	73918179	73942562	anchor1	+	chr15	74070405	74109613	anchor2	+
190121	chr15	73918179	73942562	Chaitali_2155	2	20	GB.specific	#e31a1c	chr15	73918179	73942562	anchor1	+	chr15	74124032	74138422	anchor2	+
190130	chr15	73918179	73942562	Chaitali_2156	1	4.80063449324264	GB.specific	#e31a1c	chr15	73918179	73942562	anchor1	+	chr15	74934355	74941280	anchor2	+
190131	chr15	73918179	73942562	Chaitali_2157	1	11.141034510316	GB.specific	#e31a1c	chr15	73918179	73942562	anchor1	+	chr15	75445653	75459469	anchor2	+
190140	chr15	73963751	73967407	Chaitali_2158	7	20	GB.specific	#e31a1c	chr15	73963751	73967407	anchor1	+	chr15	73980433	74001365	anchor2	+
190142	chr15	73963751	73967407	Chaitali_2159	2	20	GB.specific	#e31a1c	chr15	73963751	73967407	anchor1	+	chr15	74124032	74138422	anchor2	+
190151	chr15	73980433	74001365	Chaitali_2160	2	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74070405	74109613	anchor2	+
190152	chr15	73980433	74001365	Chaitali_2161	5	20	common	#a0a0a0	chr15	73980433	74001365	anchor1	+	chr15	74124032	74138422	anchor2	+
190156	chr15	73980433	74001365	Chaitali_2162	2	8.31179213141104	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74288556	74293783	anchor2	+
190157	chr15	73980433	74001365	Chaitali_2163	1	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74307487	74322513	anchor2	+
190159	chr15	73980433	74001365	Chaitali_2164	1	6.22700747982107	hAstro.specific	#1f78b4	chr15	73980433	74001365	anchor1	+	chr15	74346469	74358004	anchor2	+
190160	chr15	73980433	74001365	Chaitali_2165	2	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74364388	74367863	anchor2	+
190162	chr15	73980433	74001365	Chaitali_2166	1	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74414291	74436867	anchor2	+
190163	chr15	73980433	74001365	Chaitali_2167	2	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74455072	74464187	anchor2	+
190164	chr15	73980433	74001365	Chaitali_2168	3	20	common	#a0a0a0	chr15	73980433	74001365	anchor1	+	chr15	74537883	74543900	anchor2	+
190165	chr15	73980433	74001365	Chaitali_2169	5	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74595508	74627362	anchor2	+
190168	chr15	73980433	74001365	Chaitali_2170	1	4.58314266177686	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74717905	74734065	anchor2	+
190169	chr15	73980433	74001365	Chaitali_2171	1	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74780374	74795682	anchor2	+
190170	chr15	73980433	74001365	Chaitali_2172	3	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74831266	74844838	anchor2	+
190171	chr15	73980433	74001365	Chaitali_2173	2	10.2759648701971	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74867456	74875088	anchor2	+
190175	chr15	73980433	74001365	Chaitali_2174	1	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74947661	74963247	anchor2	+
190176	chr15	73980433	74001365	Chaitali_2175	1	4.79448817344938	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	74991662	74998770	anchor2	+
190181	chr15	73980433	74001365	Chaitali_2176	2	20	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	75445653	75459469	anchor2	+
190182	chr15	73980433	74001365	Chaitali_2177	1	11.3121058419226	GB.specific	#e31a1c	chr15	73980433	74001365	anchor1	+	chr15	75634060	75642667	anchor2	+
190195	chr15	74051201	74055240	Chaitali_2178	2	5.75202635560026	GB.specific	#e31a1c	chr15	74051201	74055240	anchor1	+	chr15	74307487	74322513	anchor2	+
190196	chr15	74051201	74055240	Chaitali_2179	1	4.47509338612522	GB.specific	#e31a1c	chr15	74051201	74055240	anchor1	+	chr15	74692947	74698205	anchor2	+
190202	chr15	74070405	74109613	Chaitali_2180	3	3.15865424025511	common	#a0a0a0	chr15	74070405	74109613	anchor1	+	chr15	74124032	74138422	anchor2	+
190213	chr15	74070405	74109613	Chaitali_2181	1	20	GB.specific	#e31a1c	chr15	74070405	74109613	anchor1	+	chr15	74595508	74627362	anchor2	+
190222	chr15	74124032	74138422	Chaitali_2182	5	20	hAstro.specific	#1f78b4	chr15	74124032	74138422	anchor1	+	chr15	74173105	74210516	anchor2	+
190225	chr15	74124032	74138422	Chaitali_2183	3	14.8542944607864	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74236011	74247134	anchor2	+
190227	chr15	74124032	74138422	Chaitali_2184	2	20	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74288556	74293783	anchor2	+
190229	chr15	74124032	74138422	Chaitali_2185	9	20	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74307487	74322513	anchor2	+
190232	chr15	74124032	74138422	Chaitali_2186	1	20	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74371986	74376512	anchor2	+
190235	chr15	74124032	74138422	Chaitali_2187	1	8.46762456351109	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74455072	74464187	anchor2	+
190236	chr15	74124032	74138422	Chaitali_2188	1	20	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74537883	74543900	anchor2	+
190237	chr15	74124032	74138422	Chaitali_2189	2	4.1749471742189	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74586653	74592243	anchor2	+
190238	chr15	74124032	74138422	Chaitali_2190	1	20	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74595508	74627362	anchor2	+
190245	chr15	74124032	74138422	Chaitali_2191	1	4.63212747486886	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	74934355	74941280	anchor2	+
190246	chr15	74124032	74138422	Chaitali_2192	2	10.13664714874	hAstro.specific	#1f78b4	chr15	74124032	74138422	anchor1	+	chr15	74947661	74963247	anchor2	+
190251	chr15	74124032	74138422	Chaitali_2193	1	8.07227411518955	GB.specific	#e31a1c	chr15	74124032	74138422	anchor1	+	chr15	75666971	75717495	anchor2	+
190276	chr15	74236011	74247134	Chaitali_2194	2	3.22584763649801	common	#a0a0a0	chr15	74236011	74247134	anchor1	+	chr15	74414291	74436867	anchor2	+
190286	chr15	74288556	74293783	Chaitali_2195	1	4.43487824492696	GB.specific	#e31a1c	chr15	74288556	74293783	anchor1	+	chr15	74904299	74908519	anchor2	+
190293	chr15	74307487	74322513	Chaitali_2196	1	4.22784576660364	GB.specific	#e31a1c	chr15	74307487	74322513	anchor1	+	chr15	74780374	74795682	anchor2	+
190302	chr15	74346469	74358004	Chaitali_2197	1	3.03947861907076	GB.specific	#e31a1c	chr15	74346469	74358004	anchor1	+	chr15	74455072	74464187	anchor2	+
